Species;Common name;Order;Family;Status;Status_code;Sizemin;Sizemax;Migratory status;migrant_code;Population trend;Trend_code;Extent of occurrence (km2);Generation length (yrs);SSI_Diet;SSI_Habitat;Neartic;Paleartic;Afrotropical;Neotropical;Indomalayan;Australasian;Oceanic
Spinus spinescens;Andean Siskin;Passeriformes;Fringillidae;Least Concern;1;9;11;not a migrant;1;Stable;2;480000;4.2;1.58113883;2.318404624;0;0;0;1;0;0;0
Spinus spinus;Eurasian Siskin;Passeriformes;Fringillidae;Least Concern;1;11;12;full migrant;3;Decreasing;1;33300000;4.1;0.866025404;3.033150178;1;1;0;0;1;0;0
Spinus thibetanus;Tibetan Siskin;Passeriformes;Fringillidae;Least Concern;1;10;12;altitudinal migrant;2;Stable;2;1010000;3.8;2.449489743;4.949747468;0;1;0;0;1;0;0
Spinus tristis;American Goldfinch;Passeriformes;Fringillidae;Least Concern;1;11.5;13;full migrant;3;Increasing;3;11300000;4.1;1.154700538;2.318404624;1;0;0;1;0;0;0
Spinus uropygialis;Yellow-rumped Siskin;Passeriformes;Fringillidae;Least Concern;1;12;13;full migrant;3;Stable;2;138000;4.2;1.58113883;3.033150178;0;0;0;1;0;0;0
Spinus xanthogastrus;Yellow-bellied Siskin;Passeriformes;Fringillidae;Least Concern;1;10;11.5;not a migrant;1;Decreasing;1;4480000;4.2;2.449489743;3.4278273;0;0;0;1;0;0;0
Spinus yarrellii;Yellow-faced Siskin;Passeriformes;Fringillidae;Vulnerable;3;10;10;not a migrant;1;Decreasing;1;92900;4.2;1.58113883;3.033150178;0;0;0;1;0;0;0
Spizaetus isidori;Black-and-chestnut Eagle;Accipitriformes;Accipitridae;Endangered;4;60;80;not a migrant;1;Decreasing;1;4380000;18.5;2.449489743;4.949747468;0;0;0;1;0;0;0
Spizaetus melanoleucus;Black-and-white Hawk-eagle;Accipitriformes;Accipitridae;Least Concern;1;51;61;not a migrant;1;Decreasing;1;18100000;18.5;2.449489743;4;0;0;0;1;0;0;0
Spizaetus ornatus;Ornate Hawk-eagle;Accipitriformes;Accipitridae;Near Threatened;2;58;67;not a migrant;1;Decreasing;1;20200000;18.5;2.449489743;4;0;0;0;1;0;0;0
Spizaetus tyrannus;Black Hawk-eagle;Accipitriformes;Accipitridae;Least Concern;1;58;71;not a migrant;1;Decreasing;1;17500000;18.5;2.449489743;3.4278273;0;0;0;1;0;0;0
Spizella atrogularis;Black-chinned Sparrow;Passeriformes;Passerellidae;Least Concern;1;14;15;not a migrant;1;Decreasing;1;2540000;3.8;1.58113883;7.071067812;1;0;0;1;0;0;0
Spizella breweri;Brewer's Sparrow;Passeriformes;Passerellidae;Least Concern;1;12.5;15;full migrant;3;Decreasing;1;4810000;3.8;1.58113883;4.949747468;1;0;0;0;0;0;0
Spizella pallida;Clay-colored Sparrow;Passeriformes;Passerellidae;Least Concern;1;12;13.5;full migrant;3;Decreasing;1;5370000;3.8;1.58113883;3.033150178;1;0;0;1;0;0;0
Spizella passerina;Chipping Sparrow;Passeriformes;Passerellidae;Least Concern;1;12;14;full migrant;3;Increasing;3;23600000;3.9;1.58113883;2.318404624;1;0;0;1;0;0;0
Spizella pusilla;Field Sparrow;Passeriformes;Passerellidae;Least Concern;1;13.5;14.5;full migrant;3;Decreasing;1;5630000;3.7;1.58113883;3.4278273;1;0;0;1;0;0;0
Spizella wortheni;Worthen's Sparrow;Passeriformes;Passerellidae;Endangered;4;11;14;not a migrant;1;Decreasing;1;13900;3.8;1.58113883;4.949747468;1;0;0;1;0;0;0
Spiziapteryx circumcincta;Spot-winged Falconet;Falconiformes;Falconidae;Least Concern;1;25;31;not a migrant;1;Stable;2;1710000;8.6;1.58113883;3.4278273;0;0;0;1;0;0;0
Spizocorys conirostris;Pink-billed Lark;Passeriformes;Alaudidae;Least Concern;1;12;13;nomadic;4;Decreasing;1;2200000;3.8;1.58113883;3.033150178;0;0;1;0;0;0;0
Spizocorys fremantlii;Short-tailed Lark;Passeriformes;Alaudidae;Least Concern;1;14;15;nomadic;4;Stable;2;1420000;3.8;1.154700538;4;0;0;1;0;0;0;0
Spizocorys fringillaris;Botha's Lark;Passeriformes;Alaudidae;Endangered;4;13;14;not a migrant;1;Decreasing;1;60900;3.8;1.58113883;4.949747468;0;0;1;0;0;0;0
Spizocorys personata;Masked Lark;Passeriformes;Alaudidae;Least Concern;1;15;15;nomadic;4;Stable;2;350000;3.8;1.154700538;7.071067812;0;0;1;0;0;0;0
Spizocorys starki;Stark's Lark;Passeriformes;Alaudidae;Least Concern;1;13;14;nomadic;4;Stable;2;1340000;3.8;1.154700538;7.071067812;0;0;1;0;0;0;0
Spodiopsar sericeus;Red-billed Starling;Passeriformes;Sturnidae;Least Concern;1;21;24;full migrant;3;Stable;2;1970000;4.4;1.58113883;4;0;1;0;0;1;0;0
Spodiornis rusticus;Slaty Finch;Passeriformes;Thraupidae;Least Concern;1;12.5;12.5;not a migrant;1;Decreasing;1;6930000;3.8;2.449489743;3.033150178;1;0;0;1;0;0;0
Sporathraupis cyanocephala;Blue-capped Tanager;Passeriformes;Thraupidae;Least Concern;1;16;16;not a migrant;1;Stable;2;4780000;4;1.58113883;3.033150178;0;0;0;1;0;0;0
Sporophila albogularis;White-throated Seedeater;Passeriformes;Thraupidae;Least Concern;1;11;11;not a migrant;1;Stable;2;944000;4.8;2.449489743;4;0;0;0;1;0;0;0
Sporophila americana;Wing-barred Seedeater;Passeriformes;Thraupidae;Least Concern;1;10;11;not a migrant;1;Decreasing;1;2770000;4.8;0.866025404;2.507132682;0;0;0;1;0;0;0
Sporophila angolensis;Chestnut-bellied Seed-finch;Passeriformes;Thraupidae;Least Concern;1;10.6;12.4;not a migrant;1;Increasing;3;13900000;3.8;1.58113883;4;0;0;0;1;0;0;0
Sporophila ardesiaca;Dubois's Seedeater;Passeriformes;Thraupidae;Least Concern;1;11;11;not a migrant;1;Increasing;3;513000;4.8;2.449489743;4;0;0;0;1;0;0;0
Sporophila atrirostris;Black-billed Seed-finch;Passeriformes;Thraupidae;Least Concern;1;15;16.5;not a migrant;1;Stable;2;789000;3.8;2.449489743;3.033150178;0;0;0;1;0;0;0
Sporophila bouvreuil;Copper Seedeater;Passeriformes;Thraupidae;Least Concern;1;10;10;full migrant;3;Decreasing;1;6600000;4.8;2.449489743;4.949747468;0;0;0;1;0;0;0
Sporophila bouvronides;Lesson's Seedeater;Passeriformes;Thraupidae;Least Concern;1;10;11;full migrant;3;Stable;2;1360000;4.8;2.449489743;3.4278273;0;0;0;1;0;0;0
Sporophila caerulescens;Double-collared Seedeater;Passeriformes;Thraupidae;Least Concern;1;11;11;full migrant;3;Increasing;3;4400000;4.8;2.449489743;3.033150178;0;0;0;1;0;0;0
Sporophila castaneiventris;Chestnut-bellied Seedeater;Passeriformes;Thraupidae;Least Concern;1;10;10;full migrant;3;Stable;2;5440000;4.8;1.58113883;3.033150178;0;0;0;1;0;0;0
Sporophila cinnamomea;Chestnut Seedeater;Passeriformes;Thraupidae;Vulnerable;3;10;10;full migrant;3;Decreasing;1;273000;4.8;2.449489743;4.949747468;0;0;0;1;0;0;0
Sporophila collaris;Rusty-collared Seedeater;Passeriformes;Thraupidae;Least Concern;1;12;12;not a migrant;1;Stable;2;5560000;4.8;1.58113883;3.4278273;0;0;0;1;0;0;0
Sporophila corvina;Black Seedeater;Passeriformes;Thraupidae;Least Concern;1;9.6;11.5;not a migrant;1;Increasing;3;634000;4.8;1.154700538;2.318404624;0;0;0;1;0;0;0
Sporophila crassirostris;Large-billed Seed-finch;Passeriformes;Thraupidae;Least Concern;1;13.5;14.5;not a migrant;1;Decreasing;1;5430000;3.8;1.58113883;2.738612788;0;0;0;1;0;0;0
Sporophila falcirostris;Temminck's Seedeater;Passeriformes;Thraupidae;Vulnerable;3;11;11;not a migrant;1;Decreasing;1;870000;4.8;1.58113883;4.949747468;0;0;0;1;0;0;0
Sporophila fringilloides;White-naped Seedeater;Passeriformes;Thraupidae;Least Concern;1;13;13.5;not a migrant;1;Stable;2;630000;3.8;1.58113883;4.949747468;0;0;0;1;0;0;0
Sporophila frontalis;Buffy-fronted Seedeater;Passeriformes;Thraupidae;Vulnerable;3;12.5;12.5;not a migrant;1;Decreasing;1;496000;4.8;1.58113883;4;0;0;0;1;0;0;0
Sporophila funerea;Thick-billed Seed-finch;Passeriformes;Thraupidae;Least Concern;1;10.7;12.5;not a migrant;1;Increasing;3;3180000;3.8;2.449489743;4.949747468;0;0;0;1;0;0;0
Sporophila hypochroma;Rufous-rumped Seedeater;Passeriformes;Thraupidae;Near Threatened;2;10;10;full migrant;3;Decreasing;1;222000;4.8;2.449489743;4;0;0;0;1;0;0;0
Sporophila hypoxantha;Tawny-bellied Seedeater;Passeriformes;Thraupidae;Least Concern;1;10;10;full migrant;3;Stable;2;3750000;4.8;2.449489743;4;0;0;0;1;0;0;0
Sporophila intermedia;Grey Seedeater;Passeriformes;Thraupidae;Least Concern;1;11;11;not a migrant;1;Stable;2;2170000;4.8;1.154700538;3.4278273;0;0;0;1;0;0;0
Sporophila leucoptera;White-bellied Seedeater;Passeriformes;Thraupidae;Least Concern;1;12;12.5;full migrant;3;Stable;2;7340000;4.8;1.58113883;2.507132682;0;0;0;1;0;0;0
Sporophila lineola;Lined Seedeater;Passeriformes;Thraupidae;Least Concern;1;10;11;full migrant;3;Stable;2;5250000;4.8;2.449489743;3.4278273;0;0;0;1;0;0;0
Sporophila luctuosa;Black-and-white Seedeater;Passeriformes;Thraupidae;Least Concern;1;11;11;not a migrant;1;Stable;2;3550000;4.8;3.605551275;2.738612788;0;0;0;1;0;0;0
Sporophila maximiliani;Great-billed Seed-finch;Passeriformes;Thraupidae;Endangered;4;14.5;16.5;not a migrant;1;Decreasing;1;7740000;3.8;2.449489743;2.507132682;0;0;0;1;0;0;0
Sporophila melanogaster;Black-bellied Seedeater;Passeriformes;Thraupidae;Near Threatened;2;10;10;full migrant;3;Decreasing;1;113000;4.8;2.449489743;4;0;0;0;1;0;0;0
Sporophila minuta;Ruddy-breasted Seedeater;Passeriformes;Thraupidae;Least Concern;1;8.6;9.6;not a migrant;1;Stable;2;7820000;4.8;3.605551275;3.033150178;1;0;0;1;0;0;0
Sporophila murallae;Caqueta Seedeater;Passeriformes;Thraupidae;Least Concern;1;10;10;not a migrant;1;Increasing;3;1500000;4.8;2.449489743;2.318404624;0;0;0;1;0;0;0
Sporophila nigricollis;Yellow-bellied Seedeater;Passeriformes;Thraupidae;Least Concern;1;8.5;10.3;not a migrant;1;Increasing;3;14600000;4.8;2.449489743;2.738612788;0;0;0;1;0;0;0
Sporophila nigrorufa;Black-and-tawny Seedeater;Passeriformes;Thraupidae;Vulnerable;3;10;10;not a migrant;1;Decreasing;1;160000;4.8;2.449489743;4;0;0;0;1;0;0;0
Sporophila nuttingi;Nicaraguan Seed-finch;Passeriformes;Thraupidae;Least Concern;1;14;14.5;not a migrant;1;Stable;2;88700;3.8;2.449489743;3.4278273;0;0;0;1;0;0;0
Sporophila palustris;Marsh Seedeater;Passeriformes;Thraupidae;Endangered;4;10;11;full migrant;3;Decreasing;1;294000;4.8;2.449489743;4.949747468;0;0;0;1;0;0;0
Sporophila peruviana;Parrot-billed Seedeater;Passeriformes;Thraupidae;Least Concern;1;10.5;12.5;not a migrant;1;Increasing;3;309000;4.8;2.449489743;2.507132682;0;0;0;1;0;0;0
Sporophila plumbea;Plumbeous Seedeater;Passeriformes;Thraupidae;Least Concern;1;10.5;11;not a migrant;1;Stable;2;9920000;4.8;2.449489743;4;0;0;0;1;0;0;0
Sporophila ruficollis;Dark-throated Seedeater;Passeriformes;Thraupidae;Near Threatened;2;10;11;full migrant;3;Decreasing;1;1670000;4.8;2.449489743;4;0;0;0;1;0;0;0
Sporophila schistacea;Slate-colored Seedeater;Passeriformes;Thraupidae;Least Concern;1;10.6;11.1;nomadic;4;Decreasing;1;9520000;4.8;2.449489743;3.4278273;0;0;0;1;0;0;0
Sporophila simplex;Drab Seedeater;Passeriformes;Thraupidae;Least Concern;1;11;11.5;not a migrant;1;Increasing;3;172000;4.8;2.449489743;2.738612788;0;0;0;1;0;0;0
Sporophila telasco;Chestnut-throated Seedeater;Passeriformes;Thraupidae;Least Concern;1;10;10.5;not a migrant;1;Increasing;3;1230000;4.8;2.449489743;2.507132682;0;0;0;1;0;0;0
Sporophila torqueola;Cinnamon-rumped Seedeater;Passeriformes;Thraupidae;Least Concern;1;9.5;11.2;not a migrant;1;Increasing;3;555000;4.8;1.154700538;2.507132682;1;0;0;1;0;0;0
Stachyris grammiceps;White-breasted Babbler;Passeriformes;Timaliidae;Near Threatened;2;12;12;not a migrant;1;Decreasing;1;68600;3.7;2.449489743;7.071067812;0;0;0;0;1;0;0
Stachyris herberti;Sooty Babbler;Passeriformes;Timaliidae;Least Concern;1;16;16;not a migrant;1;Decreasing;1;23700;3.7;2.449489743;7.071067812;0;0;0;0;1;0;0
Stachyris leucotis;White-necked Babbler;Passeriformes;Timaliidae;Near Threatened;2;14;15;not a migrant;1;Decreasing;1;2130000;3.7;2.449489743;4.949747468;0;0;0;0;1;0;0
Stachyris maculata;Chestnut-rumped Babbler;Passeriformes;Timaliidae;Near Threatened;2;17;18.5;not a migrant;1;Decreasing;1;2810000;3.7;2.449489743;4;0;0;0;0;1;0;0
Stachyris nigriceps;Grey-throated Babbler;Passeriformes;Timaliidae;Least Concern;1;12;15;not a migrant;1;Decreasing;1;8060000;3.7;0.866025404;3.4278273;0;1;0;0;1;0;0
Stachyris nigricollis;Black-throated Babbler;Passeriformes;Timaliidae;Near Threatened;2;15.5;16;not a migrant;1;Decreasing;1;2640000;3.7;2.449489743;4.949747468;0;0;0;0;1;0;0
Stachyris nonggangensis;Nonggang Babbler;Passeriformes;Timaliidae;Vulnerable;3;16;16;not a migrant;1;Decreasing;1;1300;3.7;2.449489743;4.949747468;0;0;0;0;1;0;0
Stachyris oglei;Snowy-throated Babbler;Passeriformes;Timaliidae;Vulnerable;3;15;15;not a migrant;1;Decreasing;1;16500;3.7;2.449489743;4.949747468;0;1;0;0;1;0;0
Stachyris poliocephala;Grey-headed Babbler;Passeriformes;Timaliidae;Least Concern;1;13;14.5;not a migrant;1;Decreasing;1;2890000;3.7;1.58113883;4.949747468;0;0;0;0;1;0;0
Stachyris roberti;Chevron-breasted Babbler;Passeriformes;Timaliidae;Near Threatened;2;18;18;not a migrant;1;Decreasing;1;331000;4.4;2.449489743;4.949747468;0;0;0;0;1;0;0
Stachyris strialata;Spot-necked Babbler;Passeriformes;Timaliidae;Least Concern;1;15.5;16.5;not a migrant;1;Decreasing;1;3600000;3.7;2.449489743;4;0;1;0;0;1;0;0
Stachyris thoracica;White-bibbed Babbler;Passeriformes;Timaliidae;Least Concern;1;18;18;not a migrant;1;Decreasing;1;142000;3.7;2.449489743;4.949747468;0;0;0;0;1;0;0
Stactolaema anchietae;Anchieta's Barbet;Piciformes;Lybiidae;Least Concern;1;18;19;not a migrant;1;Stable;2;1800000;8.5;1.58113883;4;0;0;1;0;0;0;0
Stactolaema leucogrammica;White-lined Barbet;Piciformes;Lybiidae;Least Concern;1;17;18;not a migrant;1;Decreasing;1;78100;8.5;1.58113883;3.4278273;0;0;1;0;0;0;0
Stactolaema leucotis;White-eared Barbet;Piciformes;Lybiidae;Least Concern;1;17;18;not a migrant;1;Decreasing;1;2040000;8.5;1.58113883;3.4278273;0;0;1;0;0;0;0
Stactolaema whytii;Whyte's Barbet;Piciformes;Lybiidae;Least Concern;1;19;19;not a migrant;1;Decreasing;1;1230000;8.5;1.58113883;4.949747468;0;0;1;0;0;0;0
Starnoenas cyanocephala;Blue-headed Quail-dove;Columbiformes;Columbidae;Endangered;4;29;34.5;not a migrant;1;Decreasing;1;198000;4.6;1.154700538;4;0;0;0;1;0;0;0
Steatornis caripensis;Oilbird;Caprimulgiformes;Steatornithidae;Least Concern;1;40;49;nomadic;4;Decreasing;1;5830000;7.5;2.449489743;4;0;0;0;1;0;1;0
Steganopus tricolor;Wilson's Phalarope;Charadriiformes;Scolopacidae;Least Concern;1;22;24;full migrant;3;Increasing;3;9270000;5.7;1.58113883;3.4278273;1;1;0;1;0;0;1
Stelgidillas gracilirostris;Slender-billed Greenbul;Passeriformes;Pycnonotidae;Least Concern;1;18;18;not a migrant;1;Stable;2;7100000;3.7;1.154700538;2.738612788;0;0;1;0;0;0;0
Stenostira scita;Fairy Flycatcher;Passeriformes;Stenostiridae;Least Concern;1;11;12;full migrant;3;Stable;2;370000;3.8;2.449489743;2.738612788;0;0;1;0;0;0;0
Stephanoaetus coronatus;Crowned Eagle;Accipitriformes;Accipitridae;Near Threatened;2;80;99;not a migrant;1;Decreasing;1;21000000;18.5;3.605551275;2.738612788;0;0;1;0;0;0;0
Stephanophorus diadematus;Diademed Tanager;Passeriformes;Thraupidae;Least Concern;1;19;19;full migrant;3;Stable;2;1380000;3.7;1.154700538;3.033150178;0;0;0;1;0;0;0
Sterna acuticauda;Black-bellied Tern;Charadriiformes;Laridae;Endangered;4;32;35;not a migrant;1;Decreasing;1;4490000;11;1.58113883;4.949747468;0;0;0;0;1;0;0
Sterna aurantia;River Tern;Charadriiformes;Laridae;Near Threatened;2;38;46;not a migrant;1;Decreasing;1;9730000;10.1;1.58113883;3.4278273;0;1;0;0;1;0;0
Sterna forsteri;Forster's Tern;Charadriiformes;Laridae;Least Concern;1;33;36;full migrant;3;Increasing;3;8980000;11;1.914854216;2.318404624;1;0;0;1;0;0;0
Sterna hirundinacea;South American Tern;Charadriiformes;Laridae;Least Concern;1;41;43;full migrant;3;Decreasing;1;10600000;11;1.58113883;1.906925178;0;0;0;1;0;1;0
Sterna paradisaea;Arctic Tern;Charadriiformes;Laridae;Least Concern;1;33;36;full migrant;3;Decreasing;1;65700000;13.4;1.914854216;1.625686668;1;1;1;1;1;0;1
Sterna repressa;White-cheeked Tern;Charadriiformes;Laridae;Least Concern;1;32;35;full migrant;3;Decreasing;1;8880000;11;1.58113883;1.24498996;0;1;1;0;1;1;0
Sterna striata;White-fronted Tern;Charadriiformes;Laridae;Near Threatened;2;39;42;full migrant;3;Decreasing;1;3060000;10.1;1.914854216;2.024845673;0;0;0;0;0;0;1
Sterna trudeaui;Snowy-crowned Tern;Charadriiformes;Laridae;Least Concern;1;35;35;full migrant;3;Stable;2;2770000;11;1.914854216;1.802775638;0;0;0;1;0;0;0
Sterna virgata;Kerguelen Tern;Charadriiformes;Laridae;Near Threatened;2;33;33;not a migrant;1;Stable;2;398000;11;1.914854216;2.024845673;0;0;1;0;0;1;0
Sternula albifrons;Little Tern;Charadriiformes;Laridae;Least Concern;1;22;28;full migrant;3;Decreasing;1;204000000;10.9;1.58113883;1.625686668;0;1;1;0;1;0;1
Sternula antillarum;Least Tern;Charadriiformes;Laridae;Least Concern;1;22;24;full migrant;3;Decreasing;1;18200000;11.7;1.58113883;2.318404624;1;0;0;1;0;0;1
Sternula balaenarum;Damara Tern;Charadriiformes;Laridae;Vulnerable;3;23;23;full migrant;3;Decreasing;1;1350000;9;1.58113883;1.802775638;0;0;1;0;0;0;0
Sternula lorata;Peruvian Tern;Charadriiformes;Laridae;Endangered;4;22;24;not a migrant;1;Decreasing;1;67600;9;1.914854216;3.033150178;0;0;0;1;0;1;0
Sternula nereis;Fairy Tern;Charadriiformes;Laridae;Vulnerable;3;22;27;not a migrant;1;Decreasing;1;12000000;11;1.58113883;3.4278273;0;0;0;0;0;0;1
Sternula saundersi;Saunders's Tern;Charadriiformes;Laridae;Least Concern;1;20;28;full migrant;3;Decreasing;1;11700000;11;1.58113883;1.479019946;0;1;1;0;0;0;0
Sternula superciliaris;Yellow-billed Tern;Charadriiformes;Laridae;Least Concern;1;23;23;not a migrant;1;Stable;2;14000000;11;1.58113883;4;0;0;0;1;0;0;0
Sterrhoptilus capitalis;Rusty-crowned Babbler;Passeriformes;Zosteropidae;Least Concern;1;14;15;not a migrant;1;Decreasing;1;225000;3.7;1.58113883;7.071067812;0;0;0;0;1;0;0
Sterrhoptilus dennistouni;Golden-crowned Babbler;Passeriformes;Zosteropidae;Near Threatened;2;13;14;not a migrant;1;Decreasing;1;93600;3.7;2.449489743;7.071067812;0;0;0;0;1;0;0
Sterrhoptilus nigrocapitatus;Black-crowned Babbler;Passeriformes;Zosteropidae;Least Concern;1;13;14;not a migrant;1;Decreasing;1;174000;3.7;1.58113883;7.071067812;0;0;0;0;1;1;0
Stictonetta naevosa;Freckled Duck;Anseriformes;Anatidae;Least Concern;1;50;56;nomadic;4;Stable;2;7540000;7;1.154700538;4.949747468;0;0;0;0;0;0;1
Stigmatura bahiae;Bahia Wagtail-tyrant;Passeriformes;Tyrannidae;Least Concern;1;13;13;not a migrant;1;Stable;2;740000;3.6;2.449489743;4;0;0;0;1;0;0;0
Stigmatura budytoides;Greater Wagtail-tyrant;Passeriformes;Tyrannidae;Least Concern;1;14.5;16;full migrant;3;Stable;2;5690000;3.6;2.449489743;3.4278273;0;0;0;1;0;0;0
Stigmatura napensis;Lesser Wagtail-tyrant;Passeriformes;Tyrannidae;Least Concern;1;13;13;not a migrant;1;Stable;2;2650000;3.6;2.449489743;4;0;0;0;0;0;1;0
Stiltia isabella;Australian Pratincole;Charadriiformes;Glareolidae;Least Concern;1;21;24;full migrant;3;Stable;2;4420000;7.3;1.58113883;3.033150178;0;0;0;0;1;0;1
Stiphrornis erythrothorax;Orange-breasted Forest-robin;Passeriformes;Muscicapidae;Least Concern;1;11;13;not a migrant;1;Decreasing;1;2240000;3.8;2.449489743;3.4278273;0;0;1;0;0;0;0
Stiphrornis pyrrholaemus;Olive-backed Forest-robin;Passeriformes;Muscicapidae;Near Threatened;2;12;12;not a migrant;1;Decreasing;1;184000;3.8;2.449489743;4.949747468;0;0;0;0;0;1;0
Stipiturus malachurus;Southern Emu-wren;Passeriformes;Maluridae;Least Concern;1;15.5;19;not a migrant;1;Decreasing;1;5490000;9.7;2.449489743;2.738612788;0;0;0;0;0;1;1
Stipiturus mallee;Mallee Emu-wren;Passeriformes;Maluridae;Endangered;4;13.5;15;not a migrant;1;Decreasing;1;31300;9.7;1.58113883;7.071067812;0;0;0;0;0;1;1
Stipiturus ruficeps;Rufous-crowned Emu-wren;Passeriformes;Maluridae;Least Concern;1;10.5;15;not a migrant;1;Decreasing;1;2160000;9.7;2.449489743;3.033150178;0;0;0;0;0;0;1
Stizorhina finschi;Finsch's Flycatcher-thrush;Passeriformes;Turdidae;Least Concern;1;18;18;not a migrant;1;Decreasing;1;915000;4.3;2.449489743;4;0;0;1;0;0;0;0
Stizorhina fraseri;Rufous Flycatcher-thrush;Passeriformes;Turdidae;Least Concern;1;18;20;not a migrant;1;Decreasing;1;4840000;4.3;1.58113883;3.4278273;0;0;0;0;0;1;0
Stomiopera flava;Yellow Honeyeater;Passeriformes;Meliphagidae;Least Concern;1;18;18;not a migrant;1;Decreasing;1;691000;5.4;1.154700538;2.507132682;0;0;0;0;0;1;1
Stomiopera unicolor;White-gaped Honeyeater;Passeriformes;Meliphagidae;Least Concern;1;19;22;not a migrant;1;Stable;2;2450000;5.4;0.866025404;2.507132682;0;0;0;0;0;1;1
Strepera fuliginosa;Black Currawong;Passeriformes;Artamidae;Least Concern;1;50;50;altitudinal migrant;2;Stable;2;134000;10.1;0.866025404;2.160246899;0;0;0;0;0;1;1
Strepera graculina;Pied Currawong;Passeriformes;Artamidae;Least Concern;1;44;50;not a migrant;1;Increasing;3;3480000;10.1;0.866025404;2.024845673;0;0;0;0;0;1;1
Strepera versicolor;Grey Currawong;Passeriformes;Artamidae;Least Concern;1;44;57;full migrant;3;Stable;2;4910000;10.1;0.866025404;1.906925178;0;0;0;0;0;0;1
Streptocitta albertinae;Bare-eyed Myna;Passeriformes;Sturnidae;Near Threatened;2;45;45;not a migrant;1;Decreasing;1;15000;4.1;2.449489743;3.4278273;0;0;0;0;0;0;1
Streptocitta albicollis;Southern White-necked Myna;Passeriformes;Sturnidae;Least Concern;1;50;50;not a migrant;1;Decreasing;1;118000;4.1;1.154700538;3.033150178;0;0;0;0;1;0;0
Streptopelia bitorquata;Sunda Collared-dove;Columbiformes;Columbidae;Least Concern;1;30;33;not a migrant;1;Decreasing;1;510000;5.3;2.449489743;3.4278273;0;0;0;0;1;1;0
Streptopelia capicola;Ring-necked Dove;Columbiformes;Columbidae;Least Concern;1;25;25;full migrant;3;Increasing;3;14300000;5.3;1.58113883;2.318404624;0;0;1;0;0;0;0
Streptopelia decaocto;Eurasian Collared-dove;Columbiformes;Columbidae;Least Concern;1;30;32;not a migrant;1;Increasing;3;93400000;5.3;0.866025404;2.160246899;0;1;0;0;1;0;0
Streptopelia decipiens;Mourning Collared-dove;Columbiformes;Columbidae;Least Concern;1;28;28;not a migrant;1;Stable;2;22900000;5.3;1.154700538;2.507132682;0;0;1;0;0;0;0
Streptopelia dusumieri;Philippine Collared-dove;Columbiformes;Columbidae;Vulnerable;3;30;33;not a migrant;1;Decreasing;1;1040000;5.3;2.449489743;3.4278273;0;0;0;0;1;0;0
Streptopelia hypopyrrha;Adamawa Turtle-dove;Columbiformes;Columbidae;Least Concern;1;30;31;not a migrant;1;Stable;2;1860000;5.3;2.449489743;3.033150178;0;0;1;0;0;0;0
Streptopelia lugens;Dusky Turtle-dove;Columbiformes;Columbidae;Least Concern;1;28;28;not a migrant;1;Stable;2;3620000;5.3;0.866025404;2.507132682;0;1;1;0;0;0;0
Streptopelia orientalis;Oriental Turtle-dove;Columbiformes;Columbidae;Least Concern;1;33;35;full migrant;3;Stable;2;31900000;5.3;0.866025404;1.906925178;1;1;0;0;1;0;0
