Species;Common name;Order;Family;Status;Status_code;Sizemin;Sizemax;Migratory status;migrant_code;Population trend;Trend_code;Extent of occurrence (km2);Generation length (yrs);SSI_Diet;SSI_Habitat;Neartic;Paleartic;Afrotropical;Neotropical;Indomalayan;Australasian;Oceanic
Setophaga ruticilla;American Redstart;Passeriformes;Parulidae;Least Concern;1;13;13;full migrant;3;Decreasing;1;14600000;4.4;1.154700538;2.024845673;1;0;0;1;0;0;0
Setophaga striata;Blackpoll Warbler;Passeriformes;Parulidae;Near Threatened;2;14;14;full migrant;3;Decreasing;1;11900000;3.5;1.154700538;3.4278273;1;0;0;1;0;1;0
Setophaga tigrina;Cape May Warbler;Passeriformes;Parulidae;Least Concern;1;13;13;full migrant;3;Stable;2;4550000;3.6;1.154700538;3.033150178;1;0;0;1;0;0;0
Setophaga townsendi;Townsend's Warbler;Passeriformes;Parulidae;Least Concern;1;13;13;full migrant;3;Stable;2;3660000;3.4;1.154700538;4.949747468;1;0;0;1;0;1;0
Setophaga virens;Black-throated Green Warbler;Passeriformes;Parulidae;Least Concern;1;12.7;13;full migrant;3;Decreasing;1;7970000;3.6;1.58113883;3.4278273;1;0;0;1;0;0;0
Setophaga vitellina;Vitelline Warbler;Passeriformes;Parulidae;Near Threatened;2;13;13;not a migrant;1;Decreasing;1;15100;3.6;2.449489743;4.949747468;0;0;0;1;0;0;0
Setornis criniger;Hook-billed Bulbul;Passeriformes;Pycnonotidae;Vulnerable;3;20;20;not a migrant;1;Decreasing;1;2000000;3.5;1.58113883;4;0;0;0;0;1;0;0
Sheppardia aequatorialis;Equatorial Akalat;Passeriformes;Muscicapidae;Least Concern;1;12;13;not a migrant;1;Decreasing;1;474000;3.8;2.449489743;4.949747468;0;0;1;0;0;0;0
Sheppardia aurantiithorax;Rubeho Akalat;Passeriformes;Muscicapidae;Endangered;4;14;14;not a migrant;1;Decreasing;1;10100;3.8;2.449489743;7.071067812;0;0;1;0;0;0;0
Sheppardia bocagei;Bocage's Akalat;Passeriformes;Muscicapidae;Least Concern;1;13;13;not a migrant;1;Decreasing;1;1530000;3.8;2.449489743;4;0;0;1;0;0;0;0
Sheppardia cyornithopsis;Lowland Akalat;Passeriformes;Muscicapidae;Least Concern;1;13;13;not a migrant;1;Decreasing;1;4110000;3.8;2.449489743;3.4278273;0;0;1;0;0;0;0
Sheppardia gabela;Gabela Akalat;Passeriformes;Muscicapidae;Endangered;4;12;13;not a migrant;1;Decreasing;1;1100;3.8;2.449489743;4.949747468;0;0;1;0;0;0;0
Sheppardia gunningi;East Coast Akalat;Passeriformes;Muscicapidae;Near Threatened;2;11;12;not a migrant;1;Decreasing;1;742000;3.8;1.154700538;4;0;0;1;0;0;0;0
Sheppardia lowei;Iringa Akalat;Passeriformes;Muscicapidae;Vulnerable;3;13;13;not a migrant;1;Decreasing;1;6700;3.8;2.449489743;7.071067812;0;0;1;0;0;0;0
Sheppardia montana;Usambara Akalat;Passeriformes;Muscicapidae;Endangered;4;13;14;not a migrant;1;Decreasing;1;1200;3.8;2.449489743;7.071067812;0;0;1;0;0;0;0
Sheppardia polioptera;Grey-winged Akalat;Passeriformes;Muscicapidae;Least Concern;1;14;15;not a migrant;1;Decreasing;1;7290000;5.4;2.449489743;7.071067812;0;0;1;0;0;0;0
Sheppardia sharpei;Sharpe's Akalat;Passeriformes;Muscicapidae;Least Concern;1;12;12;not a migrant;1;Decreasing;1;194000;3.8;2.449489743;4.949747468;0;0;1;0;0;0;0
Sialia currucoides;Mountain Bluebird;Passeriformes;Turdidae;Least Concern;1;16.5;20;full migrant;3;Increasing;3;8390000;3.8;1.154700538;2.318404624;1;0;0;0;0;0;0
Sialia mexicana;Western Bluebird;Passeriformes;Turdidae;Least Concern;1;16.5;19;full migrant;3;Increasing;3;4700000;3.8;1.154700538;3.4278273;1;0;0;0;0;0;0
Sialia sialis;Eastern Bluebird;Passeriformes;Turdidae;Least Concern;1;16.5;21;full migrant;3;Increasing;3;14100000;3.9;1.58113883;2.738612788;1;0;0;1;0;0;0
Sibia morrisoniana;Taiwan Barwing;Passeriformes;Leiotrichidae;Least Concern;1;18;19;not a migrant;1;Decreasing;1;14300;5.5;1.154700538;4.949747468;0;1;0;0;1;0;0
Sibia nipalensis;Hoary-throated Barwing;Passeriformes;Leiotrichidae;Least Concern;1;21;21;not a migrant;1;Decreasing;1;222000;5.5;1.154700538;4;0;1;0;0;1;0;0
Sibia souliei;Streaked Barwing;Passeriformes;Leiotrichidae;Least Concern;1;21;23;not a migrant;1;Decreasing;1;341000;5.5;2.449489743;7.071067812;0;1;0;0;1;0;0
Sibia waldeni;Streak-throated Barwing;Passeriformes;Leiotrichidae;Least Concern;1;20;22;not a migrant;1;Decreasing;1;741000;5.5;1.58113883;4.949747468;0;1;0;0;1;0;0
Sibirionetta formosa;Baikal Teal;Anseriformes;Anatidae;Least Concern;1;39;43;full migrant;3;Increasing;3;4940000;6.6;1.154700538;3.033150178;0;1;0;0;1;0;0
Sicalis auriventris;Greater Yellow-finch;Passeriformes;Thraupidae;Least Concern;1;14.5;15;full migrant;3;Stable;2;199000;3.8;2.449489743;3.4278273;0;0;0;1;0;0;0
Sicalis citrina;Stripe-tailed Yellow-finch;Passeriformes;Thraupidae;Least Concern;1;11;11;full migrant;3;Stable;2;8930000;3.8;1.58113883;3.4278273;0;0;0;1;0;0;0
Sicalis flaveola;Saffron Finch;Passeriformes;Thraupidae;Least Concern;1;13.5;15;not a migrant;1;Stable;2;17100000;3.8;1.58113883;2.507132682;0;0;0;1;0;0;0
Sicalis lebruni;Patagonian Yellow-finch;Passeriformes;Thraupidae;Least Concern;1;14;15;full migrant;3;Stable;2;592000;3.8;1.58113883;4.949747468;0;0;0;1;0;0;0
Sicalis luteocephala;Citron-headed Yellow-finch;Passeriformes;Thraupidae;Least Concern;1;13;14;not a migrant;1;Stable;2;111000;3.8;2.449489743;4.949747468;0;0;0;1;0;0;0
Sicalis luteola;Grassland Yellow-finch;Passeriformes;Thraupidae;Least Concern;1;9.8;12.5;full migrant;3;Increasing;3;24400000;3.8;1.58113883;3.033150178;0;0;0;1;0;0;0
Sicalis olivascens;Greenish Yellow-finch;Passeriformes;Thraupidae;Least Concern;1;13.5;14;full migrant;3;Stable;2;2000000;3.8;2.449489743;4.949747468;0;0;0;1;0;0;0
Sicalis uropigyalis;Bright-rumped Yellow-finch;Passeriformes;Thraupidae;Least Concern;1;13;14;not a migrant;1;Stable;2;1060000;3.8;1.58113883;4;0;0;0;1;0;0;0
Silvicultrix diadema;Yellow-bellied Chat-tyrant;Passeriformes;Tyrannidae;Least Concern;1;12;12.5;not a migrant;1;Stable;2;1020000;3.6;3.605551275;4;0;0;0;1;0;0;0
Silvicultrix frontalis;Crowned Chat-tyrant;Passeriformes;Tyrannidae;Least Concern;1;12.5;13;not a migrant;1;Stable;2;2440000;3.6;2.449489743;4.949747468;0;0;0;1;0;0;0
Silvicultrix jelskii;Jelski's Chat-tyrant;Passeriformes;Tyrannidae;Least Concern;1;12;12.5;not a migrant;1;Stable;2;129000;3.6;2.449489743;4.949747468;0;0;0;1;0;0;0
Silvicultrix pulchella;Golden-browed Chat-tyrant;Passeriformes;Tyrannidae;Least Concern;1;12;12;not a migrant;1;Stable;2;548000;3.6;2.449489743;4.949747468;0;0;0;1;0;0;0
Sinosuthora alphonsiana;Ashy-throated Parrotbill;Passeriformes;Sylviidae;Least Concern;1;12.5;13;not a migrant;1;Stable;2;372000;4.6;1.58113883;3.033150178;0;1;0;0;1;0;0
Sinosuthora webbiana;Vinous-throated Parrotbill;Passeriformes;Sylviidae;Least Concern;1;11;12.5;not a migrant;1;Stable;2;5420000;4.6;0.866025404;2.507132682;0;1;0;0;1;0;0
Sinosuthora zappeyi;Grey-hooded Parrotbill;Passeriformes;Sylviidae;Vulnerable;3;12.5;12.5;not a migrant;1;Decreasing;1;69800;4.6;1.58113883;4.949747468;0;1;0;0;0;0;0
Siphonorhis brewsteri;Least Poorwill;Caprimulgiformes;Caprimulgidae;Near Threatened;2;17;21.5;not a migrant;1;Decreasing;1;35900;5.4;2.449489743;4.949747468;0;0;0;1;0;0;0
Sipia berlepschi;Stub-tailed Antbird;Passeriformes;Thamnophilidae;Least Concern;1;13.5;14.5;not a migrant;1;Decreasing;1;106000;4.8;2.449489743;7.071067812;0;0;0;1;0;0;0
Sipia nigricauda;Esmeraldas Antbird;Passeriformes;Thamnophilidae;Least Concern;1;13;13.5;not a migrant;1;Decreasing;1;166000;4.8;2.449489743;4.949747468;0;0;0;1;0;0;0
Sipia palliata;Magdalena Antbird;Passeriformes;Thamnophilidae;Near Threatened;2;13;14;not a migrant;1;Decreasing;1;190000;4.8;2.449489743;4.949747468;0;0;0;0;0;1;0
Sipodotus wallacii;Wallace's Fairy-wren;Passeriformes;Maluridae;Least Concern;1;11;12.5;not a migrant;1;Decreasing;1;1340000;9.7;2.449489743;7.071067812;0;0;0;0;0;0;1
Siptornis striaticollis;Spectacled Prickletail;Passeriformes;Furnariidae;Least Concern;1;11;12;not a migrant;1;Stable;2;96200;3.8;2.449489743;7.071067812;0;0;0;1;0;0;0
Sirystes albocinereus;White-rumped Sirystes;Passeriformes;Tyrannidae;Least Concern;1;18;19;not a migrant;1;Decreasing;1;2820000;3.6;2.449489743;4.949747468;0;0;0;1;0;0;0
Sirystes albogriseus;Choco Sirystes;Passeriformes;Tyrannidae;Least Concern;1;17.5;18.5;not a migrant;1;Decreasing;1;432000;3.6;1.58113883;4.949747468;0;0;0;1;0;0;0
Sirystes sibilator;Sibilant Sirystes;Passeriformes;Tyrannidae;Least Concern;1;18;18.5;not a migrant;1;Decreasing;1;6510000;3.6;1.58113883;4.949747468;0;0;0;1;0;0;0
Sirystes subcanescens;Todd's Sirystes;Passeriformes;Tyrannidae;Least Concern;1;18;18.5;not a migrant;1;Decreasing;1;866000;3.6;2.449489743;4.949747468;0;0;0;1;0;0;0
Sitta azurea;Blue Nuthatch;Passeriformes;Sittidae;Least Concern;1;13.5;13.5;not a migrant;1;Decreasing;1;1280000;4;2.449489743;4.949747468;0;0;0;0;1;0;0
Sitta canadensis;Red-breasted Nuthatch;Passeriformes;Sittidae;Least Concern;1;11.5;11.5;full migrant;3;Increasing;3;16300000;3.9;1.58113883;3.033150178;1;0;0;0;0;0;0
Sitta carolinensis;White-breasted Nuthatch;Passeriformes;Sittidae;Least Concern;1;15.5;15.5;not a migrant;1;Increasing;3;14900000;3.7;1.154700538;3.033150178;1;0;0;0;0;0;0
Sitta cashmirensis;Kashmir Nuthatch;Passeriformes;Sittidae;Least Concern;1;14;15;not a migrant;1;Decreasing;1;687000;4;1.58113883;7.071067812;0;1;0;0;1;0;0
Sitta europaea;Eurasian Nuthatch;Passeriformes;Sittidae;Least Concern;1;12;17;not a migrant;1;Stable;2;53000000;4;1.154700538;4.949747468;0;1;0;0;1;0;0
Sitta formosa;Beautiful Nuthatch;Passeriformes;Sittidae;Vulnerable;3;16.5;16.5;altitudinal migrant;2;Decreasing;1;1160000;4;2.449489743;4.949747468;0;1;0;0;1;0;0
Sitta frontalis;Velvet-fronted Nuthatch;Passeriformes;Sittidae;Least Concern;1;12;13.5;not a migrant;1;Decreasing;1;15600000;4;2.449489743;2.738612788;0;1;0;0;1;0;0
Sitta himalayensis;White-tailed Nuthatch;Passeriformes;Sittidae;Least Concern;1;12;13;not a migrant;1;Decreasing;1;1540000;4;1.58113883;4.949747468;0;1;0;0;1;0;0
Sitta insularis;Bahama Nuthatch;Passeriformes;Sittidae;Critically Endangered;5;10.5;10.5;not a migrant;1;Decreasing;1;80;4;1.58113883;4.949747468;0;0;0;1;0;0;0
Sitta krueperi;Krueper's Nuthatch;Passeriformes;Sittidae;Least Concern;1;12.5;12.5;not a migrant;1;Decreasing;1;895000;4;1.58113883;7.071067812;0;1;0;0;0;0;0
Sitta ledanti;Algerian Nuthatch;Passeriformes;Sittidae;Endangered;4;13.5;13.5;not a migrant;1;Decreasing;1;720;4;1.58113883;7.071067812;0;1;0;0;0;0;0
Sitta leucopsis;White-cheeked Nuthatch;Passeriformes;Sittidae;Least Concern;1;13;14;not a migrant;1;Decreasing;1;495000;4;1.58113883;4.949747468;0;1;0;0;1;0;0
Sitta magna;Giant Nuthatch;Passeriformes;Sittidae;Endangered;4;19.5;19.5;not a migrant;1;Decreasing;1;527000;4;1.58113883;4.949747468;0;1;0;0;1;0;0
Sitta nagaensis;Chestnut-vented Nuthatch;Passeriformes;Sittidae;Least Concern;1;12.5;14;not a migrant;1;Decreasing;1;3800000;4;1.58113883;4;0;1;0;0;1;0;0
Sitta neumayer;Western Rock Nuthatch;Passeriformes;Sittidae;Least Concern;1;13;13.5;altitudinal migrant;2;Stable;2;3390000;4;1.58113883;4.949747468;0;1;0;0;0;0;0
Sitta oenochlamys;Sulphur-billed Nuthatch;Passeriformes;Sittidae;Least Concern;1;12.5;12.5;not a migrant;1;Decreasing;1;654000;4;1.58113883;4;0;0;0;0;1;0;0
Sitta pusilla;Brown-headed Nuthatch;Passeriformes;Sittidae;Least Concern;1;10.5;10.5;not a migrant;1;Decreasing;1;1710000;4;1.58113883;4.949747468;1;0;0;0;0;0;0
Sitta pygmaea;Pygmy Nuthatch;Passeriformes;Sittidae;Least Concern;1;11;12;not a migrant;1;Increasing;3;4810000;4.4;1.58113883;4.949747468;1;0;0;0;0;0;0
Sitta solangiae;Yellow-billed Nuthatch;Passeriformes;Sittidae;Near Threatened;2;12.5;13.5;not a migrant;1;Decreasing;1;400000;4;2.449489743;4.949747468;0;1;0;0;1;0;0
Sitta tephronota;Eastern Rock Nuthatch;Passeriformes;Sittidae;Least Concern;1;15;16;altitudinal migrant;2;Stable;2;4840000;4;1.58113883;3.4278273;0;1;0;0;1;0;0
Sitta victoriae;White-browed Nuthatch;Passeriformes;Sittidae;Endangered;4;11.5;11.5;not a migrant;1;Decreasing;1;400;4;2.449489743;7.071067812;0;0;0;0;1;0;0
Sitta villosa;Snowy-browed Nuthatch;Passeriformes;Sittidae;Least Concern;1;11.5;11.5;not a migrant;1;Decreasing;1;2820000;4;1.58113883;7.071067812;0;1;0;0;0;0;0
Sitta whiteheadi;Corsican Nuthatch;Passeriformes;Sittidae;Vulnerable;3;12;12;altitudinal migrant;2;Decreasing;1;3600;4;1.58113883;7.071067812;0;1;0;0;0;0;0
Sitta yunnanensis;Yunnan Nuthatch;Passeriformes;Sittidae;Near Threatened;2;12;12;altitudinal migrant;2;Decreasing;1;409000;4;2.449489743;7.071067812;0;1;0;0;1;0;0
Sittasomus griseicapillus;Eastern Olivaceous Woodcreeper;Passeriformes;Furnariidae;Least Concern;1;15;19.5;not a migrant;1;Decreasing;1;13700000;4.1;1.58113883;2.160246899;0;0;0;1;0;0;0
Sittasomus griseus;Western Olivaceous Woodcreeper;Passeriformes;Furnariidae;Least Concern;1;13;17;not a migrant;1;Decreasing;1;7130000;4.1;1.58113883;2.160246899;0;0;0;1;0;0;0
Sittiparus semilarvatus;White-fronted Tit;Passeriformes; Paridae;Near Threatened;2;13;14;not a migrant;1;Decreasing;1;475000;4.2;2.449489743;4;0;0;0;0;1;0;0
Siva cyanouroptera;Blue-winged Minla;Passeriformes;Leiotrichidae;Least Concern;1;14;15.5;altitudinal migrant;2;Decreasing;1;6160000;4.4;1.154700538;4;0;1;0;0;1;1;0
Smicrornis brevirostris;Weebill;Passeriformes;Acanthizidae;Least Concern;1;8;9.5;not a migrant;1;Decreasing;1;9560000;4.2;1.58113883;2.160246899;0;0;0;0;0;0;1
Smithornis capensis;African Broadbill;Passeriformes;Calyptomenidae;Least Concern;1;12;14;not a migrant;1;Decreasing;1;13600000;4.2;2.449489743;2.318404624;0;0;1;0;0;0;0
Smithornis rufolateralis;Rufous-sided Broadbill;Passeriformes;Calyptomenidae;Least Concern;1;11.5;13.5;not a migrant;1;Decreasing;1;4750000;4.2;2.449489743;4;0;0;1;0;0;0;0
Smithornis sharpei;Grey-headed Broadbill;Passeriformes;Calyptomenidae;Least Concern;1;15;18;not a migrant;1;Decreasing;1;2220000;4.2;2.449489743;4.949747468;0;0;1;0;0;0;0
Smutsornis africanus;Double-banded Courser;Charadriiformes;Glareolidae;Least Concern;1;20;24;not a migrant;1;Stable;2;10400000;7.3;2.449489743;3.4278273;0;0;1;0;0;0;0
Snowornis cryptolophus;Olivaceous Piha;Passeriformes;Cotingidae;Least Concern;1;23.5;25;not a migrant;1;Decreasing;1;463000;4.6;1.58113883;4.949747468;0;0;0;1;0;0;0
Snowornis subalaris;Grey-tailed Piha;Passeriformes;Cotingidae;Near Threatened;2;23.5;23.5;not a migrant;1;Decreasing;1;630000;4.6;1.58113883;4.949747468;0;0;0;1;0;0;0
Somateria fischeri;Spectacled Eider;Anseriformes;Anatidae;Near Threatened;2;50;58;full migrant;3;Decreasing;1;4060000;8.6;0.866025404;2.318404624;1;1;0;0;0;0;0
Somateria spectabilis;King Eider;Anseriformes;Anatidae;Least Concern;1;47;63;full migrant;3;Decreasing;1;19100000;9;1.154700538;2.507132682;1;1;0;0;0;0;0
Spartonoica maluroides;Bay-capped Wren-spinetail;Passeriformes;Furnariidae;Near Threatened;2;12;13;full migrant;3;Decreasing;1;1380000;3.8;2.449489743;3.4278273;0;0;0;1;0;1;0
Spatula clypeata;Northern Shoveler;Anseriformes;Anatidae;Least Concern;1;43;56;full migrant;3;Decreasing;1;89900000;6.5;1.154700538;2.160246899;1;1;1;1;1;0;1
Spatula cyanoptera;Cinnamon Teal;Anseriformes;Anatidae;Least Concern;1;35;48;full migrant;3;Decreasing;1;34000000;6.5;1.154700538;4.949747468;1;0;0;1;0;0;0
Spatula discors;Blue-winged Teal;Anseriformes;Anatidae;Least Concern;1;35;41.5;full migrant;3;Decreasing;1;16800000;6.4;1.154700538;2.318404624;1;0;0;1;0;0;1
Spatula hottentota;Hottentot Teal;Anseriformes;Anatidae;Least Concern;1;30;36;not a migrant;1;Decreasing;1;19500000;6.6;0.866025404;2.738612788;0;0;1;0;0;0;0
Spatula platalea;Red Shoveler;Anseriformes;Anatidae;Least Concern;1;45;56;full migrant;3;Stable;2;7340000;6.6;1.154700538;3.4278273;0;0;0;1;0;0;0
Spatula puna;Puna Teal;Anseriformes;Anatidae;Least Concern;1;48;51;altitudinal migrant;2;Stable;2;1070000;6.6;1.154700538;4;0;0;0;1;0;1;0
Spatula querquedula;Garganey;Anseriformes;Anatidae;Least Concern;1;37;41;full migrant;3;Decreasing;1;32500000;6.5;0.866025404;2.024845673;1;1;1;0;1;1;1
Spatula rhynchotis;Australian Shoveler;Anseriformes;Anatidae;Least Concern;1;46;56;not a migrant;1;Stable;2;13200000;6.6;1.154700538;3.4278273;0;0;0;0;0;0;1
Spatula smithii;Cape Shoveler;Anseriformes;Anatidae;Least Concern;1;51;53;not a migrant;1;Increasing;3;3380000;6.6;0.866025404;2.507132682;0;0;1;0;0;0;0
Spatula versicolor;Silver Teal;Anseriformes;Anatidae;Least Concern;1;38;43;full migrant;3;Stable;2;5420000;6.6;1.154700538;4.949747468;0;0;0;1;0;0;0
Speculanas specularis;Spectacled Duck;Anseriformes;Anatidae;Near Threatened;2;46;54;full migrant;3;Stable;2;828000;7;1.154700538;4.949747468;0;0;0;1;0;0;0
Spelaeornis badeigularis;Rusty-throated Wren-babbler;Passeriformes;Timaliidae;Vulnerable;3;9;9;not a migrant;1;Decreasing;1;1100;4.4;2.449489743;7.071067812;0;1;0;0;1;0;0
Spelaeornis caudatus;Rufous-throated Wren-babbler;Passeriformes;Timaliidae;Near Threatened;2;9;9;not a migrant;1;Decreasing;1;115000;4.4;2.449489743;4.949747468;0;1;0;0;1;0;0
Spelaeornis chocolatinus;Naga Wren-babbler;Passeriformes;Timaliidae;Near Threatened;2;10;10;not a migrant;1;Decreasing;1;11200;4.4;2.449489743;4.949747468;0;0;0;0;1;0;0
Spelaeornis kinneari;Pale-throated Wren-babbler;Passeriformes;Timaliidae;Vulnerable;3;11;12;not a migrant;1;Decreasing;1;65600;4.4;2.449489743;7.071067812;0;0;0;0;1;0;0
Spelaeornis longicaudatus;Tawny-breasted Wren-babbler;Passeriformes;Timaliidae;Vulnerable;3;11;12;not a migrant;1;Decreasing;1;10700;4.4;2.449489743;7.071067812;0;0;0;0;1;0;0
Spelaeornis oatesi;Chin Hills Wren-babbler;Passeriformes;Timaliidae;Least Concern;1;11;12;not a migrant;1;Stable;2;36800;4.4;2.449489743;4.949747468;0;0;0;0;1;0;0
Spelaeornis reptatus;Grey-bellied Wren-babbler;Passeriformes;Timaliidae;Least Concern;1;10;10;not a migrant;1;Stable;2;295000;4.4;2.449489743;4.949747468;0;0;0;0;1;0;0
Spelaeornis troglodytoides;Bar-winged Wren-babbler;Passeriformes;Timaliidae;Least Concern;1;10;10;not a migrant;1;Decreasing;1;1460000;4.4;2.449489743;7.071067812;0;1;0;0;1;1;0
Sphecotheres vieilloti;Australasian Figbird;Passeriformes;Oriolidae;Least Concern;1;27;29.5;not a migrant;1;Stable;2;6550000;3.7;0.866025404;3.4278273;0;0;0;0;0;0;1
Sphecotheres viridis;Timor Figbird;Passeriformes;Oriolidae;Least Concern;1;26;26;not a migrant;1;Decreasing;1;43500;3.7;2.449489743;3.4278273;0;0;0;0;0;1;0
Spheniscus demersus;African Penguin;Sphenisciformes;Spheniscidae;Endangered;4;60;70;not a migrant;1;Decreasing;1;3920000;10;1.58113883;2.738612788;0;0;1;0;0;0;0
Spheniscus magellanicus;Magellanic Penguin;Sphenisciformes;Spheniscidae;Near Threatened;2;70;76;full migrant;3;Decreasing;1;2340000;17.5;1.914854216;2.507132682;0;0;0;1;0;0;0
Spheniscus mendiculus;Galapagos Penguin;Sphenisciformes;Spheniscidae;Endangered;4;48;53;not a migrant;1;Decreasing;1;15500;11.2;1.58113883;2.507132682;0;0;0;1;0;0;0
Sphenoeacus afer;Cape Grassbird;Passeriformes;Macrosphenidae;Least Concern;1;19;23;not a migrant;1;Decreasing;1;1380000;3.6;1.58113883;4.949747468;0;0;1;0;0;0;0
Sphenopsis frontalis;Oleaginous Hemispingus;Passeriformes;Thraupidae;Least Concern;1;14;14;not a migrant;1;Decreasing;1;2810000;3.7;2.449489743;7.071067812;0;0;0;1;0;0;0
Sphenopsis melanotis;Black-eared Hemispingus;Passeriformes;Thraupidae;Least Concern;1;13;14;not a migrant;1;Stable;2;2390000;3.7;1.58113883;7.071067812;0;0;0;1;0;0;0
Sphyrapicus thyroideus;Williamson's Sapsucker;Piciformes;Picidae;Least Concern;1;21;23;full migrant;3;Stable;2;2150000;3.9;1.154700538;4;1;0;0;0;0;0;0
Sphyrapicus varius;Yellow-bellied Sapsucker;Piciformes;Picidae;Least Concern;1;19;21;full migrant;3;Decreasing;1;7830000;3.9;1.154700538;2.318404624;1;0;0;1;0;0;0
Spilopelia chinensis;Eastern Spotted Dove;Columbiformes;Columbidae;Least Concern;1;27.5;30;full migrant;3;Increasing;3;16800000;4;1.58113883;3.033150178;0;0;0;0;1;1;0
Spilopelia senegalensis;Laughing Dove;Columbiformes;Columbidae;Least Concern;1;27;28;full migrant;3;Stable;2;63800000;4;0.866025404;2.507132682;0;1;1;0;1;0;0
Spilopelia suratensis;Western Spotted Dove;Columbiformes;Columbidae;Least Concern;1;27.5;30;full migrant;3;Increasing;3;5600000;4;0.866025404;3.033150178;0;0;0;0;1;0;0
Spiloptila clamans;Cricket Warbler;Passeriformes;Cisticolidae;Least Concern;1;11;12;not a migrant;1;Stable;2;6410000;4.3;2.449489743;4.949747468;0;0;1;0;0;0;0
Spilornis elgini;Andaman Serpent-eagle;Accipitriformes;Accipitridae;Vulnerable;3;51;59;not a migrant;1;Decreasing;1;19600;12.9;2.449489743;3.4278273;0;0;0;0;1;0;0
Spilornis holospilus;Philippine Serpent-eagle;Accipitriformes;Accipitridae;Least Concern;1;47;53;not a migrant;1;Decreasing;1;756000;12.9;2.449489743;4.949747468;0;0;0;0;1;0;0
Spilornis kinabaluensis;Kinabalu Serpent-eagle;Accipitriformes;Accipitridae;Vulnerable;3;51;58;not a migrant;1;Decreasing;1;68000;12.9;3.605551275;7.071067812;0;0;0;0;1;0;0
Spilornis klossi;Great Nicobar Serpent-eagle;Accipitriformes;Accipitridae;Near Threatened;2;38;42;not a migrant;1;Decreasing;1;1700;12.9;2.449489743;7.071067812;0;0;0;0;1;0;0
Spilornis rufipectus;Sulawesi Serpent-eagle;Accipitriformes;Accipitridae;Least Concern;1;41;54;not a migrant;1;Stable;2;576000;12.9;2.449489743;3.4278273;0;0;0;0;0;0;1
Spindalis dominicensis;Hispaniolan Spindalis;Passeriformes;Spindalidae;Least Concern;1;16.5;16.5;not a migrant;1;Stable;2;121000;3.7;0.866025404;3.033150178;0;0;0;1;0;0;0
Spindalis nigricephala;Jamaican Spindalis;Passeriformes;Spindalidae;Least Concern;1;18;19;not a migrant;1;Stable;2;13500;3.7;1.58113883;4;0;0;0;1;0;0;0
Spindalis portoricensis;Puerto Rican Spindalis;Passeriformes;Spindalidae;Least Concern;1;16.5;16.5;not a migrant;1;Stable;2;9900;3.7;1.154700538;3.033150178;0;0;0;1;0;0;0
Spindalis zena;Western Spindalis;Passeriformes;Spindalidae;Least Concern;1;15;15;not a migrant;1;Stable;2;827000;3.7;1.154700538;3.033150178;0;0;0;1;0;0;0
Spinus atratus;Black Siskin;Passeriformes;Fringillidae;Least Concern;1;12;13;not a migrant;1;Stable;2;1700000;4.2;1.58113883;4;0;0;0;1;0;0;0
Spinus atriceps;Black-capped Siskin;Passeriformes;Fringillidae;Least Concern;1;11;13;not a migrant;1;Stable;2;69900;4.2;3.605551275;2.738612788;0;0;0;1;0;0;0
Spinus barbatus;Black-chinned Siskin;Passeriformes;Fringillidae;Least Concern;1;12;13;full migrant;3;Stable;2;2650000;4.2;1.154700538;3.4278273;0;0;0;1;0;0;0
Spinus crassirostris;Thick-billed Siskin;Passeriformes;Fringillidae;Least Concern;1;12.5;14;full migrant;3;Stable;2;1750000;4.2;1.914854216;4;0;0;0;1;0;0;0
Spinus cucullatus;Red Siskin;Passeriformes;Fringillidae;Endangered;4;10;11;not a migrant;1;Decreasing;1;611000;4.2;0.632455532;3.033150178;0;0;0;1;0;0;0
Spinus dominicensis;Antillean Siskin;Passeriformes;Fringillidae;Least Concern;1;11;12;not a migrant;1;Stable;2;37100;4.2;2.449489743;7.071067812;0;0;0;1;0;0;0
Spinus lawrencei;Lawrence's Goldfinch;Passeriformes;Fringillidae;Least Concern;1;10;11.5;full migrant;3;Decreasing;1;294000;4.2;1.154700538;3.4278273;1;0;0;0;0;0;0
Spinus magellanicus;Hooded Siskin;Passeriformes;Fringillidae;Least Concern;1;10;12;not a migrant;1;Stable;2;13400000;4.2;1.154700538;2.160246899;0;0;0;1;0;0;0
Spinus notatus;Black-headed Siskin;Passeriformes;Fringillidae;Least Concern;1;10;12;not a migrant;1;Stable;2;1660000;4.2;3.605551275;3.4278273;1;0;0;1;0;0;0
Spinus olivaceus;Olivaceous Siskin;Passeriformes;Fringillidae;Least Concern;1;10;11;not a migrant;1;Decreasing;1;913000;4.2;3.605551275;4.949747468;0;0;0;1;0;0;0
Spinus pinus;Pine Siskin;Passeriformes;Fringillidae;Least Concern;1;11;13;full migrant;3;Stable;2;25700000;3.9;0.866025404;3.033150178;1;0;0;1;0;0;0
Spinus psaltria;Lesser Goldfinch;Passeriformes;Fringillidae;Least Concern;1;9;11;not a migrant;1;Decreasing;1;13400000;4.5;0.866025404;3.4278273;1;0;0;1;0;0;0
Spinus siemiradzkii;Saffron Siskin;Passeriformes;Fringillidae;Vulnerable;3;10;11;not a migrant;1;Decreasing;1;36300;4.2;1.154700538;3.4278273;0;0;0;1;0;0;0
