assessmentId,internalTaxonId,scientificName,Common_name,Synonyms_or_previous_lump,Original_rodents_attributed_IUCN,redlistCategory,redlistCriteria,Primary_causes,Rodent_primary,Rodent_only_primary,has_study,orig_attrib_ID,Rodent_attributed,Location_species_comment,Location_species_reference
132612667,22697925,Pseudobulweria rostrata,Tahiti Petrel,Pterodroma rostrata,"Rattus rattus, Rattus norvegicus, Rattus exulans",Near Threatened,A2bde+3bde+4bde,Cats,0,0,No,168,Rattus norvegicus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
132612667,22697925,Pseudobulweria rostrata,Tahiti Petrel,Pterodroma rostrata,"Rattus rattus, Rattus norvegicus, Rattus exulans",Near Threatened,A2bde+3bde+4bde,Cats,0,0,No,168,Rattus exulans,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
94681687,22720753,Pseudonestor xanthophrys,Maui Parrotbill,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Critically Endangered,B1ab(iii),Pigs,0,0,Yes,57,Rattus rattus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
94681687,22720753,Pseudonestor xanthophrys,Maui Parrotbill,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Critically Endangered,B1ab(iii),Pigs,0,0,Yes,57,Rattus norvegicus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
94681687,22720753,Pseudonestor xanthophrys,Maui Parrotbill,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Critically Endangered,B1ab(iii),Pigs,0,0,Yes,57,Rattus exulans,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
126791352,22720734,Psittirostra psittacea,Ou,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Critically Endangered,D,"Rats, habitat loss, disease",1,0,No,120,Rattus rattus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
126791352,22720734,Psittirostra psittacea,Ou,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Critically Endangered,D,"Rats, habitat loss, disease",1,0,No,120,Rattus norvegicus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
126791352,22720734,Psittirostra psittacea,Ou,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Critically Endangered,D,"Rats, habitat loss, disease",1,0,No,120,Rattus exulans,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
183088698,22698001,Pterodroma alba,Phoenix Petrel,,Rattus exulans,Vulnerable,"A2bce; B2ab(ii,iv,v)",Cats,0,0,Yes,295,Rattus exulans,,
132618884,22698005,Pterodroma arminjoniana,Trindade Petrel,,Mus musculus,Vulnerable,D2,Cats,0,0,No,176,Mus musculus,,
132659355,22728442,Pterodroma atrata,Henderson Petrel,,Rattus exulans,Endangered,B2ab(v),Rats,1,1,Yes,206,Rattus exulans,,
132621225,22698035,Pterodroma baraui,Barau's Petrel,,"Rattus rattus, Rattus norvegicus",Endangered,B2ab(v),Cats,0,0,No,179,Rattus rattus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
132621225,22698035,Pterodroma baraui,Barau's Petrel,,"Rattus rattus, Rattus norvegicus",Endangered,B2ab(v),Cats,0,0,No,179,Rattus norvegicus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
132617265,22697987,Pterodroma brevipes,Collared Petrel,,"Rattus rattus, Rattus norvegicus",Vulnerable,C2a(i);D1,"Rats, mongoose",0,0,Yes,174,Rattus rattus,Information used for the Caribbean,"Cooper, R.G., 2008. A synopsis of rodent species in the Caribbean Islands, endemic and invasive. Living World, Journal of the Trinidad and Tobago Field Naturalists' Club."
132617265,22697987,Pterodroma brevipes,Collared Petrel,,"Rattus rattus, Rattus norvegicus",Vulnerable,C2a(i);D1,"Rats, mongoose",0,0,Yes,174,Rattus norvegicus,Information used for the Caribbean,"Cooper, R.G., 2008. A synopsis of rodent species in the Caribbean Islands, endemic and invasive. Living World, Journal of the Trinidad and Tobago Field Naturalists' Club."
132624115,22698088,Pterodroma cahow,Bermuda Petrel,,"Rattus rattus, Rattus norvegicus",Endangered,D,"Rats, dogs, pigs, cats, human hunting",1,0,No,181,Rattus rattus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
132624115,22698088,Pterodroma cahow,Bermuda Petrel,,"Rattus rattus, Rattus norvegicus",Endangered,D,"Rats, dogs, pigs, cats, human hunting",1,0,No,181,Rattus norvegicus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
132625182,22698097,Pterodroma caribbaea,Jamaican Petrel,,"Rattus rattus, Rattus norvegicus",Critically Endangered,D,"Rats, mongoose",1,0,Yes,183,Rattus rattus,,"Waugh, C.A., Lindo, J.F., Foronda, P., Angeles-Santana, M., Lorenzo-Morales, J. and Robinson, R.D., 2006. Population distribution and zoonotic potential of gastrointestinal helminths of wild rats Rattus rattus and R. norvegicus from Jamaica. The Journal of Parasitology, 92(5), pp.1014-1018."
132625182,22698097,Pterodroma caribbaea,Jamaican Petrel,,"Rattus rattus, Rattus norvegicus",Critically Endangered,D,"Rats, mongoose",1,0,Yes,183,Rattus norvegicus,,"Waugh, C.A., Lindo, J.F., Foronda, P., Angeles-Santana, M., Lorenzo-Morales, J. and Robinson, R.D., 2006. Population distribution and zoonotic potential of gastrointestinal helminths of wild rats Rattus rattus and R. norvegicus from Jamaica. The Journal of Parasitology, 92(5), pp.1014-1018."
132616449,22697975,Pterodroma cookii,Cook's Petrel,Pterodroma cooki,"Rattus exulans, Rattus rattus",Vulnerable,A2e; D2,"Rats, cats, introduced bird",1,0,Yes,172,Rattus exulans,,
132616449,22697975,Pterodroma cookii,Cook's Petrel,Pterodroma cooki,"Rattus exulans, Rattus rattus",Vulnerable,A2e; D2,"Rats, cats, introduced bird",1,0,Yes,172,Rattus rattus,,
132617737,22697990,Pterodroma defilippiana,Masatierra Petrel,,"Rattus rattus, Rattus norvegicus",Vulnerable,D2,Unknown,0,0,No,175,Rattus rattus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
132617737,22697990,Pterodroma defilippiana,Masatierra Petrel,,"Rattus rattus, Rattus norvegicus",Vulnerable,D2,Unknown,0,0,No,175,Rattus norvegicus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
132620783,22698030,Pterodroma externa,Juan Fernandez Petrel,,"Rattus norvegicus, Rattus, Mus musculus",Vulnerable,D2,"Rats, cats, goats, dogs",1,0,Yes,178,Rattus norvegicus,,
132620783,22698030,Pterodroma externa,Juan Fernandez Petrel,,"Rattus norvegicus, Rattus, Mus musculus",Vulnerable,D2,"Rats, cats, goats, dogs",1,0,Yes,178,Rattus,,
132620783,22698030,Pterodroma externa,Juan Fernandez Petrel,,"Rattus norvegicus, Rattus, Mus musculus",Vulnerable,D2,"Rats, cats, goats, dogs",1,0,Yes,178,Mus musculus,,
132655668,22728011,Pterodroma feae,Cape Verde Petrel,,"Rattus rattus, Rattus norvegicus",Near Threatened,D2,Cats,0,0,No,203,Rattus rattus,,"Hazevoet, C.J. and Masseti, M., 2011. On the history of the green monkey Chlorocebus sabaeus (L., 1766) in the Cape Verde Islands, with notes on other introduced mammals. Zoologia Caboverdiana, 2(1), pp.12-24."
132655668,22728011,Pterodroma feae,Cape Verde Petrel,,"Rattus rattus, Rattus norvegicus",Near Threatened,D2,Cats,0,0,No,203,Rattus norvegicus,,"Hazevoet, C.J. and Masseti, M., 2011. On the history of the green monkey Chlorocebus sabaeus (L., 1766) in the Cape Verde Islands, with notes on other introduced mammals. Zoologia Caboverdiana, 2(1), pp.12-24."
132624510,22698092,Pterodroma hasitata,Black-capped Petrel,,"Rattus rattus, Rattus norvegicus",Endangered,"B2ab(ii,iii,v)",Unknown,0,0,No,182,Rattus rattus,Information used for the Caribbean. Failed to find specific information for Haiti/Dominican (Hispaniola),"Cooper, R.G., 2008. A synopsis of rodent species in the Caribbean Islands, endemic and invasive. Living World, Journal of the Trinidad and Tobago Field Naturalists' Club."
132624510,22698092,Pterodroma hasitata,Black-capped Petrel,,"Rattus rattus, Rattus norvegicus",Endangered,"B2ab(ii,iii,v)",Unknown,0,0,No,182,Rattus norvegicus,Information used for the Caribbean. Failed to find specific information for Haiti/Dominican (Hispaniola),"Cooper, R.G., 2008. A synopsis of rodent species in the Caribbean Islands, endemic and invasive. Living World, Journal of the Trinidad and Tobago Field Naturalists' Club."
152715347,22698084,Pterodroma incerta,Atlantic Petrel,Procellaria incerta,"Rattus, Mus musculus",Endangered,B2ab(v),Mice,1,1,Yes,217,Rattus,,
152715347,22698084,Pterodroma incerta,Atlantic Petrel,Procellaria incerta,"Rattus, Mus musculus",Endangered,B2ab(v),Mice,1,1,Yes,217,Mus musculus,,
132615071,22697963,Pterodroma inexpectata,Mottled Petrel,,Rattus rattus,Near Threatened,B2b(iv); D2,Weather extreme,0,0,No,170,Rattus rattus,,
132615952,22697970,Pterodroma leucoptera,White-winged Petrel,,Rattus rattus,Vulnerable,"B2ab(ii,v); D2",Unknown,0,0,Yes,171,Rattus rattus,,
152684668,22697997,Pterodroma longirostris,Stejneger's Petrel,,"Rattus norvegicus, Mus musculus",Vulnerable,D2,"Rats, cats",1,0,No,216,Rattus norvegicus,,
152684668,22697997,Pterodroma longirostris,Stejneger's Petrel,,"Rattus norvegicus, Mus musculus",Vulnerable,D2,"Rats, cats",1,0,No,216,Mus musculus,,
132622973,22698062,Pterodroma madeira,Zino's Petrel,,Rattus rattus,Endangered,D,Unknown,0,0,Yes,180,Rattus rattus,,
131879320,22698049,Pterodroma magentae,Magenta Petrel,,Rattus rattus,Critically Endangered,A2ce,"Rats, pigs, cats, dogs, hedgehogs, bird other introduced, possums",1,0,Yes,147,Rattus rattus,,
132619647,22698020,Pterodroma phaeopygia,Galapagos Petrel,,"Rattus rattus, Rattus norvegicus",Critically Endangered,A2bce,Rats,1,1,Yes,177,Rattus rattus,,
132619647,22698020,Pterodroma phaeopygia,Galapagos Petrel,,"Rattus rattus, Rattus norvegicus",Critically Endangered,A2bce,Rats,1,1,Yes,177,Rattus norvegicus,,
132616888,22697984,Pterodroma pycrofti,Pycroft's Petrel,,Rattus exulans,Vulnerable,D2,Rats,1,1,Yes,173,Rattus exulans,,
132378813,22698017,Pterodroma sandwichensis,Hawaiian Petrel,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Endangered,A3bce+4bce,"Rats, human hunting, mongooses, cats, barn owls, dogs, pigs",1,0,Yes,155,Rattus rattus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
132378813,22698017,Pterodroma sandwichensis,Hawaiian Petrel,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Endangered,A3bce+4bce,"Rats, human hunting, mongooses, cats, barn owls, dogs, pigs",1,0,Yes,155,Rattus norvegicus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
132378813,22698017,Pterodroma sandwichensis,Hawaiian Petrel,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Endangered,A3bce+4bce,"Rats, human hunting, mongooses, cats, barn owls, dogs, pigs",1,0,Yes,155,Rattus exulans,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
131388042,60760066,Ptilinopus chrysogaster,Raiatea Fruit-dove,,"Rattus exulans, Rattus rattus",Endangered,B1ab(iii),Bird other introduced,0,0,No,144,Rattus exulans,,
131388042,60760066,Ptilinopus chrysogaster,Raiatea Fruit-dove,,"Rattus exulans, Rattus rattus",Endangered,B1ab(iii),Bird other introduced,0,0,No,144,Rattus rattus,,
93313817,22691480,Ptilinopus coralensis,Atoll Fruit-dove,,Rattus rattus,Near Threatened,"B1ab(ii,iv,v)","Rats, hunting, habitat loss",1,0,No,10,Rattus rattus,,
131333951,22691470,Ptilinopus huttoni,Rapa Fruit-dove,,Rattus exulans,Critically Endangered,C2a(ii),"Goats, cattle, fire, deforestation",0,0,No,143,Rattus exulans,,
93314660,22691495,Ptilinopus mercierii,Red-moustached Fruit-dove,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Extinct,,"Rats, cats, owls",1,0,No,11,Rattus rattus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
93314660,22691495,Ptilinopus mercierii,Red-moustached Fruit-dove,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Extinct,,"Rats, cats, owls",1,0,No,11,Rattus norvegicus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
93314660,22691495,Ptilinopus mercierii,Red-moustached Fruit-dove,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Extinct,,"Rats, cats, owls",1,0,No,11,Rattus exulans,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
180893939,22694903,Ptychoramphus aleuticus,Cassin's Auklet,,"Rattus rattus, Rattus norvegicus",Near Threatened,A2abce+3bce+4abce,"Rats, cats, raccoons, mink, foxes",1,0,Yes,280,Rattus rattus,,
180893939,22694903,Ptychoramphus aleuticus,Cassin's Auklet,,"Rattus rattus, Rattus norvegicus",Near Threatened,A2abce+3bce+4abce,"Rats, cats, raccoons, mink, foxes",1,0,Yes,280,Rattus norvegicus,,
132638930,22698272,Puffinus bannermani,Bannerman's Shearwater,,Rattus rattus,Endangered,B2ab(v),Rats,1,1,No,191,Rattus rattus,,
132254426,45354718,Puffinus bryani,Bryan's Shearwater,,Rattus rattus,Critically Endangered,"C2a(i,ii)",Rats,1,1,Yes,154,Rattus rattus,,
132639135,22698277,Puffinus heinrothi,Heinroth's Shearwater,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Vulnerable,D1+2,"Rats, cats, dogs",1,0,No,192,Rattus rattus,,"Brown, P.R., Aplin, K.P., Hinds, L.A., Jacob, J., Thomas, S.E. and Ritchie, B.J., 2018. Rodent management issues in South Pacific islands: a review with case studies from Papua New Guinea and Vanuatu. Wildlife Research, 44(8), pp.587-602."
132639135,22698277,Puffinus heinrothi,Heinroth's Shearwater,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Vulnerable,D1+2,"Rats, cats, dogs",1,0,No,192,Rattus norvegicus,,"Brown, P.R., Aplin, K.P., Hinds, L.A., Jacob, J., Thomas, S.E. and Ritchie, B.J., 2018. Rodent management issues in South Pacific islands: a review with case studies from Papua New Guinea and Vanuatu. Wildlife Research, 44(8), pp.587-602."
132639135,22698277,Puffinus heinrothi,Heinroth's Shearwater,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Vulnerable,D1+2,"Rats, cats, dogs",1,0,No,192,Rattus exulans,,"Brown, P.R., Aplin, K.P., Hinds, L.A., Jacob, J., Thomas, S.E. and Ritchie, B.J., 2018. Rodent management issues in South Pacific islands: a review with case studies from Papua New Guinea and Vanuatu. Wildlife Research, 44(8), pp.587-602."
132658315,22728432,Puffinus mauretanicus,Balearic Shearwater,,"Rattus rattus, Rattus norvegicus",Critically Endangered,A4bcde,Fishing-bycatch,0,0,No,205,Rattus rattus,,
132658315,22728432,Puffinus mauretanicus,Balearic Shearwater,,"Rattus rattus, Rattus norvegicus",Critically Endangered,A4bcde,Fishing-bycatch,0,0,No,205,Rattus norvegicus,,
132468877,132468585,Puffinus myrtae,Rapa Shearwater,"Puffinus assimilis, Puffinus newelli",Rattus exulans,Critically Endangered,C2a(ii),Unknown,0,0,Yes,159,Rattus exulans,,
152723568,132467692,Puffinus newelli,Newell's Shearwater,,"Rattus exulans, Rattus rattus, Rattus norvegicus, Mus musculus",Critically Endangered,A3bce+4bce,"Rats, mice, cats, owls",1,0,Yes,218,Rattus exulans,,
152723568,132467692,Puffinus newelli,Newell's Shearwater,,"Rattus exulans, Rattus rattus, Rattus norvegicus, Mus musculus",Critically Endangered,A3bce+4bce,"Rats, mice, cats, owls",1,0,Yes,218,Rattus rattus,,
152723568,132467692,Puffinus newelli,Newell's Shearwater,,"Rattus exulans, Rattus rattus, Rattus norvegicus, Mus musculus",Critically Endangered,A3bce+4bce,"Rats, mice, cats, owls",1,0,Yes,218,Rattus norvegicus,,
152723568,132467692,Puffinus newelli,Newell's Shearwater,,"Rattus exulans, Rattus rattus, Rattus norvegicus, Mus musculus",Critically Endangered,A3bce+4bce,"Rats, mice, cats, owls",1,0,Yes,218,Mus musculus,,
117364166,22698246,Puffinus opisthomelas,Black-vented Shearwater,,Rodentia,Near Threatened,"A2cde; B2b(ii,iii)",Cats,0,0,Yes,88,Rodentia,,
132637221,22698230,Puffinus yelkouan,Yelkouan Shearwater,,Rattus rattus,Vulnerable,A4bcde,"Rats, fishing-bycatch, cats",1,0,Yes,190,Rattus rattus,,
119211257,103682916,Pyrocephalus dubius,Least Vermilion Flycatcher,,Rattus rattus,Extinct,,"Rats, introduced insect, disease",1,0,No,109,Rattus rattus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
205920049,22720676,Pyrrhula murina,Azores Bullfinch,,"Rattus rattus, Rattus norvegicus",Vulnerable,D1+2,Habitat loss,0,0,No,315,Rattus rattus,,"Mathias, M.D.L., Ramalhinho, M.G., Santos-Reis, M., Petrucci-Fonseca, F., Libois, R., Fons, R., Ferraz De Carvalho, G., Oom, M.D.M. and Collares-Pereira, M., 1998. Mammals from the Azores islands (Portugal): an updated overview."
205920049,22720676,Pyrrhula murina,Azores Bullfinch,,"Rattus rattus, Rattus norvegicus",Vulnerable,D1+2,Habitat loss,0,0,No,315,Rattus norvegicus,,"Mathias, M.D.L., Ramalhinho, M.G., Santos-Reis, M., Petrucci-Fonseca, F., Libois, R., Fons, R., Ferraz De Carvalho, G., Oom, M.D.M. and Collares-Pereira, M., 1998. Mammals from the Azores islands (Portugal): an updated overview."
199129240,22692482,Rallus semiplumbeus,Bogota Rail,,"Rattus rattus, Rattus norvegicus",Vulnerable,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)",Habitat loss,0,0,No,312,Rattus rattus,Information used for Colombia,"Valencia, D., Elias, D.J. and Ospina, J.A., 1994. Rodent pests in Colombian agriculture. In Proceedings of the Vertebrate Pest Conference (Vol. 16, No. 16)."
199129240,22692482,Rallus semiplumbeus,Bogota Rail,,"Rattus rattus, Rattus norvegicus",Vulnerable,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)",Habitat loss,0,0,No,312,Rattus norvegicus,Information used for Colombia,"Valencia, D., Elias, D.J. and Ospina, J.A., 1994. Rodent pests in Colombian agriculture. In Proceedings of the Vertebrate Pest Conference (Vol. 16, No. 16)."
179788434,22711137,Ramphocinclus brachyurus,White-breasted Thrasher,,"Rattus rattus, Rattus norvegicus",Endangered,"A2c+3c+4c; B1ab(i,ii,iii,v)",Habitat loss,0,0,Yes,272,Rattus rattus,,"Krauss, U., 2010. Invasive alien species management in St. Lucia and Caribbean partner countries. In Actes du Colloque Biodiversité insulaire: la flore, la faune et l’homme dans les Petites Antilles, Martinique (pp. 196-206)."
179788434,22711137,Ramphocinclus brachyurus,White-breasted Thrasher,,"Rattus rattus, Rattus norvegicus",Endangered,"A2c+3c+4c; B1ab(i,ii,iii,v)",Habitat loss,0,0,Yes,272,Rattus norvegicus,,"Krauss, U., 2010. Invasive alien species management in St. Lucia and Caribbean partner countries. In Actes du Colloque Biodiversité insulaire: la flore, la faune et l’homme dans les Petites Antilles, Martinique (pp. 196-206)."
94097314,22706921,Rhipidura semirubra,Manus Fantail,,"Rattus rattus, Rattus exulans",Vulnerable,D2,Unknown,0,0,No,35,Rattus rattus,,"Pine, R.H., Mack, A.L. and Timm, R.M., 2017. Marsupials and rodents of the Admiralty Islands, Papua New Guinea. Museum of Texas Tech University Number 352"
94097314,22706921,Rhipidura semirubra,Manus Fantail,,"Rattus rattus, Rattus exulans",Vulnerable,D2,Unknown,0,0,No,35,Rattus exulans,,"Pine, R.H., Mack, A.L. and Timm, R.M., 2017. Marsupials and rodents of the Admiralty Islands, Papua New Guinea. Museum of Texas Tech University Number 352"
156666402,22692211,Rhynochetos jubatus,Kagu,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Endangered,A3e+4ad; C2a(i),Dogs,0,0,Yes,231,Rattus rattus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
156666402,22692211,Rhynochetos jubatus,Kagu,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Endangered,A3e+4ad; C2a(i),Dogs,0,0,Yes,231,Rattus norvegicus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
156666402,22692211,Rhynochetos jubatus,Kagu,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Endangered,A3e+4ad; C2a(i),Dogs,0,0,Yes,231,Rattus exulans,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
182554475,22682531,Rhyticeros narcondami,Narcondam Hornbill,Aceros narcondami,Rattus rattus,Vulnerable,D1+2,Unknown,0,0,No,289,Rattus rattus,"Rattus cf. tiomanicus is introduced, Rattus rattus is native","Raman, T.S., Mudappa, D., Khan, T., Mistry, U., Saxena, A., Varma, K., Ekka, N., Lenin, J. and Whitaker, R., 2013. An expedition to Narcondam: observations of marine and terrestrial fauna including the island-endemic hornbill. Current Science, pp.346-360; Naniwadekar, R., Taneja, Y., Page, N., Gopal, A. and Ghuman, S., 2024. Should the Narcondam Hornbill be introduced on other islands in the Andaman archipelago?. Global Ecology and Conservation, 51, p.e02928.; Five rats, Rattus r. andamanensis (Middle Andaman, South Andaman, Barren, Narcondam), R. Taltus flebilis (Henry-lawrence), R. r. atridorsum (Barren), R. stoicus (Henrylawrence) and R. taciturnus (South Andaman) are endemic species of Andamans."
119142383,22723149,Rowettia goughensis,Gough Island Finch,Nesospiza goughensis,Mus musculus,Critically Endangered,"B1ab(ii,iii,v)",Mice,1,1,Yes,98,Mus musculus,,
205920538,22710177,Saxicola dacotiae,Fuerteventura Stonechat,,"Rattus, Rattus rattus",Near Threatened,"B1b(ii,iii)+2b(ii,iii); C2a(ii)",Habitat loss,0,0,No,316,Rattus,,
205920538,22710177,Saxicola dacotiae,Fuerteventura Stonechat,,"Rattus, Rattus rattus",Near Threatened,"B1b(ii,iii)+2b(ii,iii); C2a(ii)",Habitat loss,0,0,No,316,Rattus rattus,,
179402328,22687863,Sephanoides fernandensis,Juan Fernandez Firecrown,,"Rattus rattus, Rattus norvegicus",Critically Endangered,"B1ab(ii,iii)","Habitat loss, rabbits",0,0,Yes,269,Rattus rattus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
