assessmentId,internalTaxonId,scientificName,Common_name,Synonyms_or_previous_lump,Original_rodents_attributed_IUCN,redlistCategory,redlistCriteria,Primary_causes,Rodent_primary,Rodent_only_primary,has_study,orig_attrib_ID,Rodent_attributed,Location_species_comment,Location_species_reference
130843089,22720809,Oreomystis bairdi,Akikiki,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Critically Endangered,C2a(ii),Unknown,0,0,Yes,135,Rattus rattus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
130843089,22720809,Oreomystis bairdi,Akikiki,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Critically Endangered,C2a(ii),Unknown,0,0,Yes,135,Rattus norvegicus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
130843089,22720809,Oreomystis bairdi,Akikiki,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Critically Endangered,C2a(ii),Unknown,0,0,Yes,135,Rattus exulans,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
216252040,22726273,Otidiphaps insularis,Black-naped Pheasant-pigeon,Otidiphaps nobilis,Rattus exulans,Critically Endangered,C2a(ii),Unknown,0,0,No,336,Rattus exulans,,
119090936,22688686,Otus capnodes,Anjouan Scops-owl,,Rattus rattus,Endangered,"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v); C2a(ii)",Habitat loss,0,0,Yes,96,Rattus rattus,,
177971497,22688667,Otus insularis,Seychelles Scops-owl,,Rattus rattus,Critically Endangered,"B1ab(ii,iii,v); C2a(ii)",Unknown,0,0,Yes,248,Rattus rattus,,
118472254,22724585,Otus moheliensis,Moheli Scops-owl,,Rattus rattus,Endangered,"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v); C2a(ii)",Habitat loss,0,0,No,89,Rattus rattus,"Norway rats possibly present. Atkinson 1985 in Table 2 for black and Norway rats states ""Rats present, Benson 1960; species unknown""","Louette, M. and Stevens, J., 1992. Conserving the endemic birds on the Comoro Islands, I: general considerations on survival prospects. Bird Conservation International, 2(1), pp.61-80."
179586821,22688694,Otus pauliani,Grand Comoro Scops-owl,,Rattus rattus,Endangered,"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v); C2a(ii)",Habitat loss,0,0,No,270,Rattus rattus,"Norway rats possibly present. Atkinson 1985 in Table 2 for black and Norway rats states ""Rats present, Benson 1960; species unknown""","Louette, M. and Stevens, J., 1992. Conserving the endemic birds on the Comoro Islands, I: general considerations on survival prospects. Bird Conservation International, 2(1), pp.61-80."
94021921,22705510,Pachycephala jacquinoti,Tongan Whistler,,"Rattus exulans, Rattus rattus",Near Threatened,B1ab(iii);C2a(i);D2,Habitat loss,0,0,No,31,Rattus exulans,,
94021921,22705510,Pachycephala jacquinoti,Tongan Whistler,,"Rattus exulans, Rattus rattus",Near Threatened,B1ab(iii);C2a(i);D2,Habitat loss,0,0,No,31,Rattus rattus,,
198532259,104062579,Pachyptila macgillivrayi,MacGillivray's Prion,,"Rattus, Mus musculus",Critically Endangered,A3be+4be,"Rats, mice",1,1,Yes,310,Rattus,,
198532259,104062579,Pachyptila macgillivrayi,MacGillivray's Prion,,"Rattus, Mus musculus",Critically Endangered,A3be+4be,"Rats, mice",1,1,Yes,310,Mus musculus,,
182550979,22720855,Palmeria dolei,Akohekohe,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Critically Endangered,"B1ab(i,ii,iii,v)","Habitat loss, disease",0,0,Yes,288,Rattus rattus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
182550979,22720855,Palmeria dolei,Akohekohe,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Critically Endangered,"B1ab(i,ii,iii,v)","Habitat loss, disease",0,0,Yes,288,Rattus norvegicus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
182550979,22720855,Palmeria dolei,Akohekohe,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Critically Endangered,"B1ab(i,ii,iii,v)","Habitat loss, disease",0,0,Yes,288,Rattus exulans,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
216247017,22691071,Pampusana canifrons,Palau Ground-dove,"Alopecoenas canifrons, Gallicolumba canifrons","Rattus norvegicus, Rattus exulans",Endangered,C2a(i),"Rats, brown tree snake",1,0,Yes,333,Rattus norvegicus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
216247017,22691071,Pampusana canifrons,Palau Ground-dove,"Alopecoenas canifrons, Gallicolumba canifrons","Rattus norvegicus, Rattus exulans",Endangered,C2a(i),"Rats, brown tree snake",1,0,Yes,333,Rattus exulans,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
129084352,22691030,Pampusana erythroptera,Polynesian Ground-dove,"Alopecoenas erythropterus, Gallicolumba erythroptera","Rattus rattus, Rattus exulans",Critically Endangered,C2a(ii),"Rats, cats, habitat loss, weather extreme",1,0,No,124,Rattus rattus,,
129084352,22691030,Pampusana erythroptera,Polynesian Ground-dove,"Alopecoenas erythropterus, Gallicolumba erythroptera","Rattus rattus, Rattus exulans",Critically Endangered,C2a(ii),"Rats, cats, habitat loss, weather extreme",1,0,No,124,Rattus exulans,,
172138008,22691024,Pampusana kubaryi,Caroline Ground-dove,"Alopecoenas kubaryi, Gallicolumba kubaryi","Rattus rattus, Rattus norvegicus, Rattus exulans",Endangered,C2a(i); D,"Rats, cats, human hunting",1,0,No,238,Rattus rattus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
172138008,22691024,Pampusana kubaryi,Caroline Ground-dove,"Alopecoenas kubaryi, Gallicolumba kubaryi","Rattus rattus, Rattus norvegicus, Rattus exulans",Endangered,C2a(i); D,"Rats, cats, human hunting",1,0,No,238,Rattus norvegicus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
172138008,22691024,Pampusana kubaryi,Caroline Ground-dove,"Alopecoenas kubaryi, Gallicolumba kubaryi","Rattus rattus, Rattus norvegicus, Rattus exulans",Endangered,C2a(i); D,"Rats, cats, human hunting",1,0,No,238,Rattus exulans,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
93301654,22691056,Pampusana salamonis,Thick-billed Ground-dove,"Alopecoenas salamonis, Gallicolumba salamonis","Rattus rattus, Rattus exulans",Extinct,,"Rats, cats, dogs, pigs",1,0,No,9,Rattus rattus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
93301654,22691056,Pampusana salamonis,Thick-billed Ground-dove,"Alopecoenas salamonis, Gallicolumba salamonis","Rattus rattus, Rattus exulans",Extinct,,"Rats, cats, dogs, pigs",1,0,No,9,Rattus exulans,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
131854908,22691047,Pampusana sanctaecrucis,Santa Cruz Ground-dove,"Alopecoenas sanctaecrucis, Gallicolumba sanctaecrucis",Rattus rattus,Endangered,D,Unknown,0,0,No,146,Rattus rattus,,
93300863,22691042,Pampusana stairi,Shy Ground-dove,,Rattus exulans,Vulnerable,C2a(i),Habitat loss,0,0,No,8,Rattus exulans,,
129449004,22692854,Pareudiastes pacificus,Samoan Moorhen,Gallinula pacifica,Rattus exulans,Critically Endangered,D,"Rats, cats",1,0,No,126,Rattus exulans,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
179971538,22698280,Pelecanoides garnotii,Peruvian Diving-petrel,,"Rattus, Mus musculus",Near Threatened,B2b(iii),Unknown,0,0,No,273,Rattus,,
179971538,22698280,Pelecanoides garnotii,Peruvian Diving-petrel,,"Rattus, Mus musculus",Near Threatened,B2b(iii),Unknown,0,0,No,273,Mus musculus,,
155188651,155187257,Pelecanoides whenuahouensis,Whenua Hou Diving-petrel,Pelecanoides georgicus,"Rattus exulans, Rattus norvegicus",Critically Endangered,B2ab(iii),Unknown,0,0,Yes,224,Rattus exulans,,
155188651,155187257,Pelecanoides whenuahouensis,Whenua Hou Diving-petrel,Pelecanoides georgicus,"Rattus exulans, Rattus norvegicus",Critically Endangered,B2ab(iii),Unknown,0,0,Yes,224,Rattus norvegicus,,
157471309,103734824,Petroica multicolor,Norfolk Island Robin,,Rattus rattus,Endangered,C2a(ii),"Rats, habitat loss",1,0,Yes,233,Rattus rattus,,
209015125,22704831,Petroica traversi,Black Robin,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Vulnerable,D1+2,"Rats, cats",1,0,No,317,Rattus rattus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
209015125,22704831,Petroica traversi,Black Robin,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Vulnerable,D1+2,"Rats, cats",1,0,No,317,Rattus norvegicus,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
209015125,22704831,Petroica traversi,Black Robin,,"Rattus rattus, Rattus norvegicus, Rattus exulans",Vulnerable,D1+2,"Rats, cats",1,0,No,317,Rattus exulans,,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
132595530,22696907,Phalacrocorax featherstoni,Pitt Island Shag,Stictocarbo featherstoni,"Rattus rattus, Rattus norvegicus",Endangered,A2bde+3bde+4bde; C1+2a(ii),Unknown,0,0,No,164,Rattus rattus,,
132595530,22696907,Phalacrocorax featherstoni,Pitt Island Shag,Stictocarbo featherstoni,"Rattus rattus, Rattus norvegicus",Endangered,A2bde+3bde+4bde; C1+2a(ii),Unknown,0,0,No,164,Rattus norvegicus,,
132191453,103730503,Philesturnus rufusater,North Island Saddleback,,Rattus norvegicus,Near Threatened,D2,Rats,0,0,No,153,Rattus norvegicus,,
132643073,22698365,Phoebastria immutabilis,Laysan Albatross,Diomedea immutabilis,Mus musculus,Near Threatened,A4bd,"Human hunting, fishing-bycatch",0,0,Yes,194,Mus musculus,,
132645596,22698431,Phoebetria fusca,Sooty Albatross,,"Rattus, Mus musculus",Endangered,A4bd,Fishing-bycatch,0,0,Yes,197,Rattus,,
132645596,22698431,Phoebetria fusca,Sooty Albatross,,"Rattus, Mus musculus",Endangered,A4bd,Fishing-bycatch,0,0,Yes,197,Mus musculus,,
132647449,22698448,Phoebetria palpebrata,Light-mantled Albatross,,"Rattus, Mus musculus",Near Threatened,A4bd,Fishing-bycatch,0,0,Yes,198,Rattus,,
132647449,22698448,Phoebetria palpebrata,Light-mantled Albatross,,"Rattus, Mus musculus",Near Threatened,A4bd,Fishing-bycatch,0,0,Yes,198,Mus musculus,,
94451811,22715412,Phylloscopus amoenus,Kolombangara Leaf-warbler,,"Rattus rattus, Rattus exulans",Vulnerable,D1+2,Natural disasters,0,0,No,53,Rattus rattus,Information used for Solomon Islands,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
94451811,22715412,Phylloscopus amoenus,Kolombangara Leaf-warbler,,"Rattus rattus, Rattus exulans",Vulnerable,D1+2,Natural disasters,0,0,No,53,Rattus exulans,Information used for Solomon Islands,"Atkinson IAE. 1985. The spread of commensal species of Rattus to oceanic islands and their effects on island avifaunas. Pages 35-81 in Moors PJ, editor. Conservation of Island Birds. Case Studies for the Management of Threatened Island Species. Symposium proceedings. ICBP Technical Publication No. 3, XVIII ICBP World Conference, Cambridhe, England."
176388594,22718925,Ploceus grandis,Giant Weaver,,Rattus rattus,Near Threatened,C2a(ii),Unknown,0,0,No,242,Rattus rattus,,
132072143,22707172,Pomarea dimidiata,Rarotonga Monarch,,Rattus rattus,Vulnerable,D1+2,Rats,1,1,Yes,151,Rattus rattus,,
95051671,22732926,Pomarea fluxa,Eiao Monarch,,"Rattus exulans, Rattus rattus",Extinct,,Rats,1,1,Yes,75,Rattus exulans,,
95051671,22732926,Pomarea fluxa,Eiao Monarch,,"Rattus exulans, Rattus rattus",Extinct,,Rats,1,1,Yes,75,Rattus rattus,,
210741049,22734320,Pomarea mendozae,Marquesas Monarch,,Rattus exulans,Endangered,D,Unknown,0,0,No,321,Rattus exulans,,
157473406,22732931,Pomarea mira,Ua Pou Monarch,,Rattus rattus,Critically Endangered,D,Unknown,0,0,No,234,Rattus rattus,,
173465740,22707178,Pomarea nigra,Tahiti Monarch,,Rattus rattus,Critically Endangered,B1ab(iii); D,Rats,1,1,Yes,239,Rattus rattus,,
