Bird_scientific_name,redlistCategory,Migratory_status,Single_island_endemic,Evidence,Eradication_ID,Eradication_status,Island_Name,Archipelago,Region,Country,Longitude,Latitude,Rodent_attributed_final
Eudyptes chrysolophus,Vulnerable,Full migrant,no,No studies found,3046,Successful,Bense,Falkland Islands (Bense Islands group),Atlantic Ocean - South,Falkland Islands (Malvinas),-60.52293637,-51.49393691,Rattus norvegicus
Cinclodes antarcticus,Near Threatened,Not a Migrant,no,Population study with all qualities in support,55,Successful,Big Samuel,Falkland Islands (Choiseul Sound),Atlantic Ocean - South,Falkland Islands (Malvinas),-58.66832992,-51.94261946,Rattus norvegicus
Eudyptes chrysolophus,Vulnerable,Full migrant,no,No studies found,55,Successful,Big Samuel,Falkland Islands (Choiseul Sound),Atlantic Ocean - South,Falkland Islands (Malvinas),-58.66832992,-51.94261946,Rattus norvegicus
Ardenna grisea,Near Threatened,Full migrant,no,Population study without data in support,1259,Successful,Big Shag,Falkland Islands (Salvador Waters),Atlantic Ocean - South,Falkland Islands (Malvinas),-58.31518897,-51.39495645,Rattus norvegicus
Hydrobates leucorhous,Vulnerable,Full migrant,no,No studies found,2108,Successful (Reinvaded),Bischof,British Columbia (Haida Gwaii),Pacific Ocean - North East,Canada,-131.5664526,52.57874545,Rattus norvegicus
Onychoprion aleuticus,Vulnerable,Full migrant,no,No studies found,3095,Trial or Research only,Black,Aleutian Islands (Adak Island (Bay of Islands)),Pacific Ocean - North East,United States,-176.8172691,51.80693471,Rattus norvegicus
Fratercula arctica,Vulnerable,Full migrant,no,Population study with data in support,256,Successful,Bono,Sept les Archipelago,Atlantic Ocean - North,France,-3.480987181,48.882881,Rattus norvegicus
Ardenna grisea,Near Threatened,Full migrant,no,Population study without data in support,31,Successful,Bottom,Falkland Islands (Blanco Bay),Atlantic Ocean - South,Falkland Islands (Malvinas),-57.72764503,-51.67349968,Rattus norvegicus
Ardenna grisea,Near Threatened,Full migrant,no,Population study without data in support,470,Successful,Browns,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.8945564,-36.83074946,Rattus norvegicus
Fratercula arctica,Vulnerable,Full migrant,no,Population study with data in support,3230,Failed,Calf of Man,Irish Sea,Atlantic Ocean - North,United Kingdom,-4.81489421,54.05341867,Rattus norvegicus
Onychoprion aleuticus,Vulnerable,Full migrant,no,No studies found,3094,Trial or Research only,Camouflage,Aleutian Islands (Adak Island (Bay of Islands)),Pacific Ocean - North East,United States,-176.8298438,51.80812556,Rattus norvegicus
Ardenna grisea,Near Threatened,Full migrant,no,Population study without data in support,415,Successful,Campbell,Campbell Islands,Pacific Ocean - South West,New Zealand,169.1670251,-52.54380497,Rattus norvegicus
Anas nesiotis,Vulnerable,Not a Migrant,no,No studies found,415,Successful,Campbell,Campbell Islands,Pacific Ocean - South West,New Zealand,169.1670251,-52.54380497,Rattus norvegicus
Eudyptes chrysolophus,Vulnerable,Full migrant,no,No studies found,415,Successful,Campbell,Campbell Islands,Pacific Ocean - South West,New Zealand,169.1670251,-52.54380497,Rattus norvegicus
Phoebetria palpebrata,Near Threatened,Full migrant,no,No studies found,415,Successful,Campbell,Campbell Islands,Pacific Ocean - South West,New Zealand,169.1670251,-52.54380497,Rattus norvegicus
Fratercula arctica,Vulnerable,Full migrant,no,Population study with data in support,928,Successful,Canna,Scotland Islands (Inner Hebrides),Atlantic Ocean - North,United Kingdom,-6.55100045,57.05673038,Rattus norvegicus
Fratercula arctica,Vulnerable,Full migrant,no,Population study with data in support,193,Successful,Cardigan,null,Atlantic Ocean - North,United Kingdom,-4.68945477,52.13179327,Rattus norvegicus
Cinclodes antarcticus,Near Threatened,Not a Migrant,no,Population study with all qualities in support,1260,Successful,Centre,Falkland Islands (Salvador Waters),Atlantic Ocean - South,Falkland Islands (Malvinas),-58.30821873,-51.42338212,Rattus norvegicus
Ardenna grisea,Near Threatened,Full migrant,no,Population study without data in support,1260,Successful,Centre,Falkland Islands (Salvador Waters),Atlantic Ocean - South,Falkland Islands (Malvinas),-58.30821873,-51.42338212,Rattus norvegicus
Hymenolaimus malacorhynchos,Endangered,Not a Migrant,no,All studies are not in support,2680,Unknown,Centre,Lake Te Anau,Pacific Ocean - South West,New Zealand,167.7734997,-45.23421795,Rattus norvegicus
Cyanoramphus auriceps,Near Threatened,Not a Migrant,no,No studies found,2680,Unknown,Centre,Lake Te Anau,Pacific Ocean - South West,New Zealand,167.7734997,-45.23421795,Rattus norvegicus
Cyanoramphus malherbi,Critically Endangered,Not a Migrant,yes,No studies found,2680,Unknown,Centre,Lake Te Anau,Pacific Ocean - South West,New Zealand,167.7734997,-45.23421795,Rattus norvegicus
Eudyptes chrysolophus,Vulnerable,Full migrant,no,No studies found,1260,Successful,Centre,Falkland Islands (Salvador Waters),Atlantic Ocean - South,Falkland Islands (Malvinas),-58.30821873,-51.42338212,Rattus norvegicus
Nestor meridionalis,Vulnerable,Not a Migrant,no,No studies found,2680,Unknown,Centre,Lake Te Anau,Pacific Ocean - South West,New Zealand,167.7734997,-45.23421795,Rattus norvegicus
Cinclodes antarcticus,Near Threatened,Not a Migrant,no,Population study with all qualities in support,1261,Successful,Chain,Falkland Islands (Beaver Island Group),Atlantic Ocean - South,Falkland Islands (Malvinas),-61.22347235,-51.87145471,Rattus norvegicus
Eudyptes chrysolophus,Vulnerable,Full migrant,no,No studies found,1261,Successful,Chain,Falkland Islands (Beaver Island Group),Atlantic Ocean - South,Falkland Islands (Malvinas),-61.22347235,-51.87145471,Rattus norvegicus
Cinclodes antarcticus,Near Threatened,Not a Migrant,no,Population study with all qualities in support,1262,Successful,Chain Islet,Falkland Islands (Beaver Island Group),Atlantic Ocean - South,Falkland Islands (Malvinas),-61.22009346,-51.86989376,Rattus norvegicus
Eudyptes chrysolophus,Vulnerable,Full migrant,no,No studies found,1262,Successful,Chain Islet,Falkland Islands (Beaver Island Group),Atlantic Ocean - South,Falkland Islands (Malvinas),-61.22009346,-51.86989376,Rattus norvegicus
Onychoprion aleuticus,Vulnerable,Full migrant,no,No studies found,3145,Trial or Research only,Channel 1,Aleutian Islands (Adak Island (Bay of Islands-Channel Islands Group)),Pacific Ocean - North East,United States,-176.8151918,51.81273212,Rattus norvegicus
Onychoprion aleuticus,Vulnerable,Full migrant,no,No studies found,3146,Trial or Research only,Channel 4,Aleutian Islands (Adak Island (Bay of Islands-Channel Islands Group)),Pacific Ocean - North East,United States,-176.8189221,51.8111058,Rattus norvegicus
Fratercula arctica,Vulnerable,Full migrant,no,Population study with data in support,1257,Successful,Chretien,Molene Archipelago,Atlantic Ocean - North,France,-4.938677378,48.37888199,Rattus norvegicus
Zosterops modestus,Vulnerable,Not a Migrant,no,Population study without data in support,1705,Successful,Conception,Seychelles,Indian Ocean - West,Seychelles,55.36636899,-4.66363302,Rattus norvegicus
Falco araeus,Vulnerable,Not a Migrant,no,No studies found,1705,Successful,Conception,Seychelles,Indian Ocean - West,Seychelles,55.36636899,-4.66363302,Rattus norvegicus
Onychoprion aleuticus,Vulnerable,Full migrant,no,No studies found,1863,Trial or Research only,Cormorant,Aleutian Islands (Adak Island (Bay of Islands)),Pacific Ocean - North East,United States,-176.8091166,51.81025253,Rattus norvegicus
Cinclodes antarcticus,Near Threatened,Not a Migrant,no,Population study with all qualities in support,1108,Successful (Reinvaded),Cucumber,Falkland Islands (Beaver Island Group),Atlantic Ocean - South,Falkland Islands (Malvinas),-61.20488021,-51.83180353,Rattus norvegicus
Eudyptes chrysolophus,Vulnerable,Full migrant,no,No studies found,1108,Successful (Reinvaded),Cucumber,Falkland Islands (Beaver Island Group),Atlantic Ocean - South,Falkland Islands (Malvinas),-61.20488021,-51.83180353,Rattus norvegicus
Ardenna grisea,Near Threatened,Full migrant,no,Population study without data in support,1202,Successful,David Rocks - A,Hauraki Gulf (Noises Group),Pacific Ocean - South West,New Zealand,174.9980202,-36.69881154,Rattus norvegicus
Ardenna grisea,Near Threatened,Full migrant,no,Population study without data in support,1203,Successful,David Rocks - B,Hauraki Gulf (Noises Group),Pacific Ocean - South West,New Zealand,174.9974758,-36.70092047,Rattus norvegicus
Ardenna grisea,Near Threatened,Full migrant,no,Population study without data in support,1204,Successful,David Rocks - C,Hauraki Gulf (Noises Group),Pacific Ocean - South West,New Zealand,174.9974758,-36.70092047,Rattus norvegicus
Hymenolaimus malacorhynchos,Endangered,Not a Migrant,no,All studies are not in support,2653,Successful,Doubtful Centre,Lake Te Anau,Pacific Ocean - South West,New Zealand,167.6880875,-45.19743743,Rattus norvegicus
Cyanoramphus auriceps,Near Threatened,Not a Migrant,no,No studies found,2653,Successful,Doubtful Centre,Lake Te Anau,Pacific Ocean - South West,New Zealand,167.6880875,-45.19743743,Rattus norvegicus
Cyanoramphus malherbi,Critically Endangered,Not a Migrant,yes,No studies found,2653,Successful,Doubtful Centre,Lake Te Anau,Pacific Ocean - South West,New Zealand,167.6880875,-45.19743743,Rattus norvegicus
Nestor meridionalis,Vulnerable,Not a Migrant,no,No studies found,2653,Successful,Doubtful Centre,Lake Te Anau,Pacific Ocean - South West,New Zealand,167.6880875,-45.19743743,Rattus norvegicus
Onychoprion aleuticus,Vulnerable,Full migrant,no,No studies found,3098,Trial or Research only,Duh,Aleutian Islands (Adak Island (Bay of Islands)),Pacific Ocean - North East,United States,-176.7584939,51.80256065,Rattus norvegicus
Ardenna grisea,Near Threatened,Full migrant,no,Population study without data in support,1166,Successful (Reinvaded),East Atoll,Bay of Islands (Black Rocks),Pacific Ocean - South West,New Zealand,174.0804658,-35.20201921,Rattus norvegicus
Ardenna grisea,Near Threatened,Full migrant,no,Population study without data in support,1109,Successful,Ella's,Falkland Islands (North East Island Group),Atlantic Ocean - South,Falkland Islands (Malvinas),-58.38011549,-52.00809902,Rattus norvegicus
Cinclodes antarcticus,Near Threatened,Not a Migrant,no,Population study with all qualities in support,1836,Successful,First Passage,Falkland Islands,Atlantic Ocean - South,Falkland Islands (Malvinas),-60.68042804,-51.6470221,Rattus norvegicus
Eudyptes chrysolophus,Vulnerable,Full migrant,no,No studies found,1836,Successful,First Passage,Falkland Islands,Atlantic Ocean - South,Falkland Islands (Malvinas),-60.68042804,-51.6470221,Rattus norvegicus
Fratercula arctica,Vulnerable,Full migrant,no,Population study with data in support,3225,Successful,Flat Holm,Bristol Channel,Atlantic Ocean - North,United Kingdom,-3.12086531,51.37748955,Rattus norvegicus
Ardenna grisea,Near Threatened,Full migrant,no,Population study without data in support,2270,Successful (Reinvaded),Flat Top Rock,Bay of Islands (Black Rocks),Pacific Ocean - South West,New Zealand,174.1110981,-35.20101649,Rattus norvegicus
Fratercula arctica,Vulnerable,Full migrant,no,Population study with data in support,71,Successful,Flatey,null,Atlantic Ocean - North,Iceland,-22.91189441,65.3753527,Rattus norvegicus
Zosterops modestus,Vulnerable,Not a Migrant,no,Population study without data in support,14,Failed,Fregate,Seychelles,Indian Ocean - West,Seychelles,55.9415527,-4.585436726,Rattus norvegicus
Zosterops modestus,Vulnerable,Not a Migrant,no,Population study without data in support,450,Successful,Fregate,Seychelles,Indian Ocean - West,Seychelles,55.9415527,-4.585436726,Rattus norvegicus
Copsychus sechellarum,Endangered,Not a Migrant,no,All studies are not in support,14,Failed,Fregate,Seychelles,Indian Ocean - West,Seychelles,55.9415527,-4.585436726,Rattus norvegicus
Copsychus sechellarum,Endangered,Not a Migrant,no,All studies are not in support,450,Successful,Fregate,Seychelles,Indian Ocean - West,Seychelles,55.9415527,-4.585436726,Rattus norvegicus
Cinclodes antarcticus,Near Threatened,Not a Migrant,no,Population study with all qualities in support,2320,To Be Confirmed,Ghost,Falkland Islands (Bleaker Island Group),Atlantic Ocean - South,Falkland Islands (Malvinas),-58.83078911,-52.1898344,Rattus norvegicus
Cinclodes antarcticus,Near Threatened,Not a Migrant,no,Population study with all qualities in support,60,Successful (Reinvaded),Governor,Falkland Islands (Beaver Island Group),Atlantic Ocean - South,Falkland Islands (Malvinas),-61.1862073,-51.85571637,Rattus norvegicus
Eudyptes chrysolophus,Vulnerable,Full migrant,no,No studies found,60,Successful (Reinvaded),Governor,Falkland Islands (Beaver Island Group),Atlantic Ocean - South,Falkland Islands (Malvinas),-61.1862073,-51.85571637,Rattus norvegicus
Cinclodes antarcticus,Near Threatened,Not a Migrant,no,Population study with all qualities in support,3044,To Be Confirmed,Great,Falkland Islands (Falkland Sound),Atlantic Ocean - South,Falkland Islands (Malvinas),-59.69595956,-51.96457667,Rattus norvegicus
Eudyptes chrysolophus,Vulnerable,Full migrant,no,No studies found,3044,To Be Confirmed,Great,Falkland Islands (Falkland Sound),Atlantic Ocean - South,Falkland Islands (Malvinas),-59.69595956,-51.96457667,Rattus norvegicus
Onychoprion aleuticus,Vulnerable,Full migrant,no,No studies found,1850,Trial or Research only,Green,Aleutian Islands (Adak Island (Bay of Islands)),Pacific Ocean - North East,United States,-176.8353723,51.81316092,Rattus norvegicus
Fratercula arctica,Vulnerable,Full migrant,no,Population study with data in support,2217,Successful,Gugh,Isles of Scilly,Atlantic Ocean - North,United Kingdom,-6.33195332,49.89373835,Rattus norvegicus
Fratercula arctica,Vulnerable,Full migrant,no,Population study with data in support,3205,Successful (Reinvaded),Handa,Scotland Islands,Atlantic Ocean - North,United Kingdom,-5.18759093,58.38076152,Rattus norvegicus
Ardenna grisea,Near Threatened,Full migrant,no,Population study without data in support,1875,Successful,Hat,Bay of Islands (Urupukapuka),Pacific Ocean - South West,New Zealand,174.2524414,-35.21722652,Rattus norvegicus
Himantopus novaezelandiae,Critically Endangered,Not a Migrant,no,No studies found,856,Successful,Hauturu (Clark),Whangamata,Pacific Ocean - South West,New Zealand,175.8911439,-37.21433414,Rattus norvegicus
Ardenna grisea,Near Threatened,Full migrant,no,Population study without data in support,1110,Successful,Hutchy's,Falkland Islands (North East Island Group),Atlantic Ocean - South,Falkland Islands (Malvinas),-58.38867596,-52.00793235,Rattus norvegicus
Onychoprion aleuticus,Vulnerable,Full migrant,no,No studies found,1893,Trial or Research only,Ina,Aleutian Islands (Adak Island (Bay of Islands)),Pacific Ocean - North East,United States,-176.7559322,51.79897735,Rattus norvegicus
Cinclodes antarcticus,Near Threatened,Not a Migrant,no,Population study with all qualities in support,48,Successful,Inner North West,Falkland Islands (North West Island Group),Atlantic Ocean - South,Falkland Islands (Malvinas),-59.18891226,-51.58629073,Rattus norvegicus
Cinclodes antarcticus,Near Threatened,Not a Migrant,no,Population study with all qualities in support,53,Successful (Reinvaded),Inner North West,Falkland Islands (North West Island Group),Atlantic Ocean - South,Falkland Islands (Malvinas),-59.18891226,-51.58629073,Rattus norvegicus
Eudyptes chrysolophus,Vulnerable,Full migrant,no,No studies found,48,Successful,Inner North West,Falkland Islands (North West Island Group),Atlantic Ocean - South,Falkland Islands (Malvinas),-59.18891226,-51.58629073,Rattus norvegicus
Eudyptes chrysolophus,Vulnerable,Full migrant,no,No studies found,53,Successful (Reinvaded),Inner North West,Falkland Islands (North West Island Group),Atlantic Ocean - South,Falkland Islands (Malvinas),-59.18891226,-51.58629073,Rattus norvegicus
Apteryx mantelli,Vulnerable,Not a Migrant,no,All studies are not in support,888,Successful,Kapiti,Kapiti Islands,Pacific Ocean - South West,New Zealand,174.9113428,-40.85674274,Rattus norvegicus
Nestor meridionalis,Vulnerable,Not a Migrant,no,No studies found,888,Successful,Kapiti,Kapiti Islands,Pacific Ocean - South West,New Zealand,174.9113428,-40.85674274,Rattus norvegicus
Philesturnus rufusater,Near Threatened,Not a Migrant,no,No studies found,888,Successful,Kapiti,Kapiti Islands,Pacific Ocean - South West,New Zealand,174.9113428,-40.85674274,Rattus norvegicus
Cinclodes antarcticus,Near Threatened,Not a Migrant,no,Population study with all qualities in support,1270,Successful,Knoll,Falkland Islands,Atlantic Ocean - South,Falkland Islands (Malvinas),-60.77020907,-52.14127421,Rattus norvegicus
Ardenna grisea,Near Threatened,Full migrant,no,Population study without data in support,1308,Successful,Koi,Hauraki Gulf (Waiheke Island),Pacific Ocean - South West,New Zealand,175.0556283,-36.82691667,Rattus norvegicus
Ardenna grisea,Near Threatened,Full migrant,no,Population study without data in support,1876,Successful,Kuiamokimoki,Bay of Islands (Moturoa),Pacific Ocean - South West,New Zealand,174.19849,-35.23039829,Rattus norvegicus
Fratercula arctica,Vulnerable,Full migrant,no,Population study with data in support,2175,Successful,Les Mottes,Sept les Archipelago,Atlantic Ocean - North,France,-3.487435821,48.88034757,Rattus norvegicus
Cinclodes antarcticus,Near Threatened,Not a Migrant,no,Population study with all qualities in support,3049,Successful,Little Bense,Falkland Islands (Bense Islands group),Atlantic Ocean - South,Falkland Islands (Malvinas),-60.51110277,-51.48493937,Rattus norvegicus
Eudyptes chrysolophus,Vulnerable,Full migrant,no,No studies found,3049,Successful,Little Bense,Falkland Islands (Bense Islands group),Atlantic Ocean - South,Falkland Islands (Malvinas),-60.51110277,-51.48493937,Rattus norvegicus
Ardenna grisea,Near Threatened,Full migrant,no,Population study without data in support,1873,Successful (Reinvaded),Little Rat,Bay of Islands (Black Rocks),Pacific Ocean - South West,New Zealand,174.0992937,-35.20475981,Rattus norvegicus
Fratercula arctica,Vulnerable,Full migrant,no,Population study with data in support,235,Successful,Lundy,Bristol Channel,Atlantic Ocean - North,United Kingdom,-4.66958038,51.17794887,Rattus norvegicus
Ardenna grisea,Near Threatened,Full migrant,no,Population study without data in support,1859,Successful,Mahenotiti,Bay of Islands (Urupukapuka),Pacific Ocean - South West,New Zealand,174.2479817,-35.22754213,Rattus norvegicus
Fratercula arctica,Vulnerable,Full migrant,no,Population study with data in support,2326,Successful,Malban,Sept les Archipelago,Atlantic Ocean - North,France,-3.465167138,48.89188715,Rattus norvegicus
Ardenna grisea,Near Threatened,Full migrant,no,Population study without data in support,466,Successful,Maria,Hauraki Gulf,Pacific Ocean - South West,New Zealand,175.0058469,-36.70914809,Rattus norvegicus
Ardenna grisea,Near Threatened,Full migrant,no,Population study without data in support,73,Successful,Matakohe (Limestone/Whangarei),Whangarei Harbour,Pacific Ocean - South West,New Zealand,174.3592187,-35.7841762,Rattus norvegicus
Apteryx mantelli,Vulnerable,Not a Migrant,no,All studies are not in support,73,Successful,Matakohe (Limestone/Whangarei),Whangarei Harbour,Pacific Ocean - South West,New Zealand,174.3592187,-35.7841762,Rattus norvegicus
Nestor meridionalis,Vulnerable,Not a Migrant,no,No studies found,73,Successful,Matakohe (Limestone/Whangarei),Whangarei Harbour,Pacific Ocean - South West,New Zealand,174.3592187,-35.7841762,Rattus norvegicus
Cyanoramphus malherbi,Critically Endangered,Not a Migrant,yes,No studies found,484,Successful,Mayor (Tuhua),Bay of Plenty,Pacific Ocean - South West,New Zealand,176.2554517,-37.28663952,Rattus norvegicus
Nestor meridionalis,Vulnerable,Not a Migrant,no,No studies found,484,Successful,Mayor (Tuhua),Bay of Plenty,Pacific Ocean - South West,New Zealand,176.2554517,-37.28663952,Rattus norvegicus
Fratercula arctica,Vulnerable,Full migrant,no,Population study with data in support,247,Successful,Moines,Sept les Archipelago,Atlantic Ocean - North,France,-3.491644497,48.87863924,Rattus norvegicus
Apteryx mantelli,Vulnerable,Not a Migrant,no,All studies are not in support,1105,Successful,Mokoia,Lake Rotorua,Pacific Ocean - South West,New Zealand,176.2876889,-38.07997516,Rattus norvegicus
Apteryx mantelli,Vulnerable,Not a Migrant,no,All studies are not in support,3217,In Progress,Mokoia,Lake Rotorua,Pacific Ocean - South West,New Zealand,176.2876889,-38.07997516,Rattus norvegicus
Hymenolaimus malacorhynchos,Endangered,Not a Migrant,no,All studies are not in support,1105,Successful,Mokoia,Lake Rotorua,Pacific Ocean - South West,New Zealand,176.2876889,-38.07997516,Rattus norvegicus
Hymenolaimus malacorhynchos,Endangered,Not a Migrant,no,All studies are not in support,3217,In Progress,Mokoia,Lake Rotorua,Pacific Ocean - South West,New Zealand,176.2876889,-38.07997516,Rattus norvegicus
Himantopus novaezelandiae,Critically Endangered,Not a Migrant,no,No studies found,1105,Successful,Mokoia,Lake Rotorua,Pacific Ocean - South West,New Zealand,176.2876889,-38.07997516,Rattus norvegicus
Himantopus novaezelandiae,Critically Endangered,Not a Migrant,no,No studies found,3217,In Progress,Mokoia,Lake Rotorua,Pacific Ocean - South West,New Zealand,176.2876889,-38.07997516,Rattus norvegicus
Ardenna grisea,Near Threatened,Full migrant,no,Population study without data in support,2692,Successful,Motiti,Hokianga Harbour,Pacific Ocean - South West,New Zealand,173.552736,-35.3531485,Rattus norvegicus
Apteryx mantelli,Vulnerable,Not a Migrant,no,All studies are not in support,2692,Successful,Motiti,Hokianga Harbour,Pacific Ocean - South West,New Zealand,173.552736,-35.3531485,Rattus norvegicus
Nestor meridionalis,Vulnerable,Not a Migrant,no,No studies found,2692,Successful,Motiti,Hokianga Harbour,Pacific Ocean - South West,New Zealand,173.552736,-35.3531485,Rattus norvegicus
Himantopus novaezelandiae,Critically Endangered,Not a Migrant,no,No studies found,454,Successful,Motu-o-Kura (Bare),Hawke's Bay,Pacific Ocean - South West,New Zealand,177.0273021,-39.83347025,Rattus norvegicus
Ardenna grisea,Near Threatened,Full migrant,no,Population study without data in support,2183,Successful,Motuarohia,Bay of Islands,Pacific Ocean - South West,New Zealand,174.1657474,-35.233027,Rattus norvegicus
Ardenna grisea,Near Threatened,Full migrant,no,Population study without data in support,2903,In Progress,Motuarohia,Bay of Islands,Pacific Ocean - South West,New Zealand,174.1657474,-35.233027,Rattus norvegicus
Ardenna grisea,Near Threatened,Full migrant,no,Population study without data in support,147,Successful (Reinvaded),Motuhoropapa,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.9638439,-36.68910099,Rattus norvegicus
Ardenna grisea,Near Threatened,Full migrant,no,Population study without data in support,294,Successful (Reinvaded),Motuhoropapa,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.9638439,-36.68910099,Rattus norvegicus
Ardenna grisea,Near Threatened,Full migrant,no,Population study without data in support,295,Successful,Motuhoropapa,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.9638439,-36.68910099,Rattus norvegicus
Ardenna grisea,Near Threatened,Full migrant,no,Population study without data in support,487,Successful (Reinvaded),Motuhoropapa,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.9638439,-36.68910099,Rattus norvegicus
Ardenna grisea,Near Threatened,Full migrant,no,Population study without data in support,829,Successful (Reinvaded),Motuhoropapa,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.9638439,-36.68910099,Rattus norvegicus
Ardenna grisea,Near Threatened,Full migrant,no,Population study without data in support,830,Successful (Reinvaded),Motuhoropapa,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.9638439,-36.68910099,Rattus norvegicus
Ardenna grisea,Near Threatened,Full migrant,no,Population study without data in support,863,Successful (Reinvaded),Motuhoropapa,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.9638439,-36.68910099,Rattus norvegicus
Ardenna grisea,Near Threatened,Full migrant,no,Population study without data in support,8,Unknown,Motuihe,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.9461854,-36.8124031,Rattus norvegicus
Ardenna grisea,Near Threatened,Full migrant,no,Population study without data in support,442,Successful,Motuihe,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.9461854,-36.8124031,Rattus norvegicus
Ardenna grisea,Near Threatened,Full migrant,no,Population study without data in support,2714,Successful,Motuihe,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.9461854,-36.8124031,Rattus norvegicus
Ardenna grisea,Near Threatened,Full migrant,no,Population study without data in support,1870,Successful,Motungarara (Cliff Rock),Bay of Islands (Okahu Island),Pacific Ocean - South West,New Zealand,174.2044992,-35.20296911,Rattus norvegicus
Ardenna grisea,Near Threatened,Full migrant,no,Population study without data in support,1877,Successful,Motuoi,Bay of Islands (Moturoa),Pacific Ocean - South West,New Zealand,174.1819477,-35.21909192,Rattus norvegicus
Ardenna grisea,Near Threatened,Full migrant,no,Population study without data in support,152,Successful (Reinvaded),Moturemu,Kaipara Harbor,Pacific Ocean - South West,New Zealand,174.3931099,-36.42229159,Rattus norvegicus
Ardenna grisea,Near Threatened,Full migrant,no,Population study without data in support,406,Successful,Moturemu,Kaipara Harbor,Pacific Ocean - South West,New Zealand,174.3931099,-36.42229159,Rattus norvegicus
Himantopus novaezelandiae,Critically Endangered,Not a Migrant,no,No studies found,152,Successful (Reinvaded),Moturemu,Kaipara Harbor,Pacific Ocean - South West,New Zealand,174.3931099,-36.42229159,Rattus norvegicus
Himantopus novaezelandiae,Critically Endangered,Not a Migrant,no,No studies found,406,Successful,Moturemu,Kaipara Harbor,Pacific Ocean - South West,New Zealand,174.3931099,-36.42229159,Rattus norvegicus
Ardenna grisea,Near Threatened,Full migrant,no,Population study without data in support,390,Successful (Reinvaded),Moturoa,Bay of Islands (Black Rocks),Pacific Ocean - South West,New Zealand,174.0898421,-35.20988997,Rattus norvegicus
Ardenna grisea,Near Threatened,Full migrant,no,Population study without data in support,2218,Successful (Reinvaded),Moturoa,Bay of Islands (Black Rocks),Pacific Ocean - South West,New Zealand,174.0898421,-35.20988997,Rattus norvegicus
Ardenna grisea,Near Threatened,Full migrant,no,Population study without data in support,1841,Successful,Moturua,Bay of Islands,Pacific Ocean - South West,New Zealand,174.1909514,-35.2236004,Rattus norvegicus
