scientificName,synth_col,redlistCategory,Migratory status,single_island_endemic,Eradication.ID,Status (Eradication),seasonal,Island.Name,Archipelago,Region,Country,geom,Rodent_attributed_final
Coturnix novaezelandiae,All studies are not in support,Extinct,Not a Migrant,no,1238,Successful,1,Rangitoto,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.863184|-36.78649262,Rattus exulans
Chenonetta finschi,No studies found,Extinct,Not a Migrant,no,1238,Successful,1,Rangitoto,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.863184|-36.78649262,Rattus exulans
Mergus australis,No studies found,Extinct,Not a Migrant,no,1238,Successful,1,Rangitoto,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.863184|-36.78649262,Rattus exulans
Tribonyx hodgenorum,No studies found,Extinct,Not a Migrant,no,1238,Successful,1,Rangitoto,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.863184|-36.78649262,Rattus exulans
Turnagra tanagra,No studies found,Extinct,Not a Migrant,yes,1238,Successful,1,Rangitoto,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.863184|-36.78649262,Rattus exulans
Pterodroma pycrofti,Population study with data in support,Vulnerable,Full migrant,no,891,Successful,2,Red Mercury (Whakau),Mercury Islands,Pacific Ocean - South West,New Zealand,175.9352706|-36.62414526,Rattus exulans
Coturnix novaezelandiae,All studies are not in support,Extinct,Not a Migrant,no,891,Successful,1,Red Mercury (Whakau),Mercury Islands,Pacific Ocean - South West,New Zealand,175.9352706|-36.62414526,Rattus exulans
Chenonetta finschi,No studies found,Extinct,Not a Migrant,no,891,Successful,1,Red Mercury (Whakau),Mercury Islands,Pacific Ocean - South West,New Zealand,175.9352706|-36.62414526,Rattus exulans
Mergus australis,No studies found,Extinct,Not a Migrant,no,891,Successful,1,Red Mercury (Whakau),Mercury Islands,Pacific Ocean - South West,New Zealand,175.9352706|-36.62414526,Rattus exulans
Tribonyx hodgenorum,No studies found,Extinct,Not a Migrant,no,891,Successful,1,Red Mercury (Whakau),Mercury Islands,Pacific Ocean - South West,New Zealand,175.9352706|-36.62414526,Rattus exulans
Nesofregetta fuliginosa,No studies found,Endangered,Full migrant,no,2465,Successful,2,S Nimroona 1,Line Islands (Kiritimati),Pacific Ocean - North East,Kiribati,-157.4201684|1.822085741,Rattus exulans
Nesofregetta fuliginosa,No studies found,Endangered,Full migrant,no,2466,Successful,2,S Nimroona 2,Line Islands (Kiritimati),Pacific Ocean - North East,Kiribati,-157.4221347|1.822236094,Rattus exulans
Nesofregetta fuliginosa,No studies found,Endangered,Full migrant,no,2467,Successful,2,S Nimroona 3,Line Islands (Kiritimati),Pacific Ocean - North East,Kiribati,-157.4187383|1.823517979,Rattus exulans
Nesofregetta fuliginosa,No studies found,Endangered,Full migrant,no,2442,Successful,2,SE Fred/Tonga,Line Islands (Kiritimati),Pacific Ocean - North East,Kiribati,-157.4135181|1.84454756,Rattus exulans
Nesofregetta fuliginosa,No studies found,Endangered,Full migrant,no,2456,Successful,2,SW Islet Koil,Line Islands (Kiritimati),Pacific Ocean - North East,Kiribati,-157.365017|1.81985022,Rattus exulans
Nesofregetta fuliginosa,No studies found,Endangered,Full migrant,no,2440,Successful (Reinvaded),2,SW Nimroona,Line Islands (Kiritimati),Pacific Ocean - North East,Kiribati,-157.4279831|1.827989866,Rattus exulans
Nesofregetta fuliginosa,No studies found,Endangered,Full migrant,no,2455,Successful,2,SW motu Koil,Line Islands (Kiritimati),Pacific Ocean - North East,Kiribati,-157.362508|1.817092649,Rattus exulans
Fregetta maoriana,No studies found,Critically Endangered,Not a Migrant,no,1145,Successful,1,Stack B,Mokohinau Islands,Pacific Ocean - South West,New Zealand,175.1038192|-35.90672167,Rattus exulans
Fregetta maoriana,No studies found,Critically Endangered,Not a Migrant,no,1146,Successful,1,Stack C (Motupapa),Mokohinau Islands,Pacific Ocean - South West,New Zealand,175.1032637|-35.90776592,Rattus exulans
Fregetta maoriana,No studies found,Critically Endangered,Not a Migrant,no,1147,Successful,1,Stack D,Mokohinau Islands,Pacific Ocean - South West,New Zealand,175.105326|-35.90839037,Rattus exulans
Fregetta maoriana,No studies found,Critically Endangered,Not a Migrant,no,1148,Successful,1,Stack E,Mokohinau Islands,Pacific Ocean - South West,New Zealand,175.1003526|-35.9115079,Rattus exulans
Fregetta maoriana,No studies found,Critically Endangered,Not a Migrant,no,1149,Successful,1,Stack F,Mokohinau Islands,Pacific Ocean - South West,New Zealand,175.1011014|-35.91221135,Rattus exulans
Fregetta maoriana,No studies found,Critically Endangered,Not a Migrant,no,1150,Successful,1,Stack G,Mokohinau Islands,Pacific Ocean - South West,New Zealand,175.1036242|-35.91403606,Rattus exulans
Fregetta maoriana,No studies found,Critically Endangered,Not a Migrant,no,1151,Successful,1,Stack I,Mokohinau Islands,Pacific Ocean - South West,New Zealand,175.0954641|-35.91690536,Rattus exulans
Fregetta maoriana,No studies found,Critically Endangered,Not a Migrant,no,1152,Successful,1,Stack J,Mokohinau Islands,Pacific Ocean - South West,New Zealand,175.0983354|-35.91647483,Rattus exulans
Pterodroma pycrofti,Population study with data in support,Vulnerable,Full migrant,no,893,Successful,2,Stanley (Kawhitu),Mercury Islands,Pacific Ocean - South West,New Zealand,175.8863224|-36.64034801,Rattus exulans
Coturnix novaezelandiae,All studies are not in support,Extinct,Not a Migrant,no,893,Successful,1,Stanley (Kawhitu),Mercury Islands,Pacific Ocean - South West,New Zealand,175.8863224|-36.64034801,Rattus exulans
Chenonetta finschi,No studies found,Extinct,Not a Migrant,no,893,Successful,1,Stanley (Kawhitu),Mercury Islands,Pacific Ocean - South West,New Zealand,175.8863224|-36.64034801,Rattus exulans
Mergus australis,No studies found,Extinct,Not a Migrant,no,893,Successful,1,Stanley (Kawhitu),Mercury Islands,Pacific Ocean - South West,New Zealand,175.8863224|-36.64034801,Rattus exulans
Tribonyx hodgenorum,No studies found,Extinct,Not a Migrant,no,893,Successful,1,Stanley (Kawhitu),Mercury Islands,Pacific Ocean - South West,New Zealand,175.8863224|-36.64034801,Rattus exulans
Coturnix novaezelandiae,All studies are not in support,Extinct,Not a Migrant,no,2681,Failed,1,Stephenson (Ririwha),Whangaroa Bay,Pacific Ocean - South West,New Zealand,173.7804043|-34.96352662,Rattus exulans
Chenonetta finschi,No studies found,Extinct,Not a Migrant,no,2681,Failed,1,Stephenson (Ririwha),Whangaroa Bay,Pacific Ocean - South West,New Zealand,173.7804043|-34.96352662,Rattus exulans
Mergus australis,No studies found,Extinct,Not a Migrant,no,2681,Failed,1,Stephenson (Ririwha),Whangaroa Bay,Pacific Ocean - South West,New Zealand,173.7804043|-34.96352662,Rattus exulans
Tribonyx hodgenorum,No studies found,Extinct,Not a Migrant,no,2681,Failed,1,Stephenson (Ririwha),Whangaroa Bay,Pacific Ocean - South West,New Zealand,173.7804043|-34.96352662,Rattus exulans
Turnagra tanagra,No studies found,Extinct,Not a Migrant,yes,2681,Failed,1,Stephenson (Ririwha),Whangaroa Bay,Pacific Ocean - South West,New Zealand,173.7804043|-34.96352662,Rattus exulans
Pampusana erythroptera,No studies found,Critically Endangered,Not a Migrant,no,166,Successful,1,Taere'ere,Tuamotu Archipelago (Rangiroa),Pacific Ocean - South East,French Polynesia,-147.8403966|-15.1946095,Rattus exulans
Coturnix novaezelandiae,All studies are not in support,Extinct,Not a Migrant,no,1310,Successful,1,Taranga (Hen),Hen and Chicken Islands,Pacific Ocean - South West,New Zealand,174.7188377|-35.96346185,Rattus exulans
Chenonetta finschi,No studies found,Extinct,Not a Migrant,no,1310,Successful,1,Taranga (Hen),Hen and Chicken Islands,Pacific Ocean - South West,New Zealand,174.7188377|-35.96346185,Rattus exulans
Mergus australis,No studies found,Extinct,Not a Migrant,no,1310,Successful,1,Taranga (Hen),Hen and Chicken Islands,Pacific Ocean - South West,New Zealand,174.7188377|-35.96346185,Rattus exulans
Tribonyx hodgenorum,No studies found,Extinct,Not a Migrant,no,1310,Successful,1,Taranga (Hen),Hen and Chicken Islands,Pacific Ocean - South West,New Zealand,174.7188377|-35.96346185,Rattus exulans
Pachycephala jacquinoti,No studies found,Near Threatened,Not a Migrant,no,2001,Unknown,1,Taula,Vava'u group (Otu Motu Lalo),Pacific Ocean - South East,Tonga,-174.0106991|-18.84753284,Rattus exulans
Pampusana stairi,No studies found,Vulnerable,Not a Migrant,no,1998,Successful,1,Tauraria,Ringgold Islands (Qelelevu),Pacific Ocean - South East,Fiji,-179.1804231|-16.08243771,Rattus exulans
Ducula galeata,No studies found,Endangered,Not a Migrant,no,2934,Successful,1,Teuaua (Ua-Uka),Marquesas,Pacific Ocean - South East,French Polynesia,-139.5931222|-8.954210196,Rattus exulans
Ducula galeata,No studies found,Endangered,Not a Migrant,no,23,Failed,1,Teuaua (Ua-Uka),Marquesas,Pacific Ocean - South East,French Polynesia,-139.5931222|-8.954210196,Rattus exulans
Ducula galeata,No studies found,Endangered,Not a Migrant,no,301,Failed,1,Teuaua (Ua-Uka),Marquesas,Pacific Ocean - South East,French Polynesia,-139.5931222|-8.954210196,Rattus exulans
Coturnix novaezelandiae,All studies are not in support,Extinct,Not a Migrant,no,7,Successful,1,Tiritiri Matangi,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.8900253|-36.60084388,Rattus exulans
Chenonetta finschi,No studies found,Extinct,Not a Migrant,no,7,Successful,1,Tiritiri Matangi,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.8900253|-36.60084388,Rattus exulans
Mergus australis,No studies found,Extinct,Not a Migrant,no,7,Successful,1,Tiritiri Matangi,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.8900253|-36.60084388,Rattus exulans
Tribonyx hodgenorum,No studies found,Extinct,Not a Migrant,no,7,Successful,1,Tiritiri Matangi,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.8900253|-36.60084388,Rattus exulans
Turnagra tanagra,No studies found,Extinct,Not a Migrant,yes,7,Successful,1,Tiritiri Matangi,Hauraki Gulf,Pacific Ocean - South West,New Zealand,174.8900253|-36.60084388,Rattus exulans
Pampusana stairi,No studies found,Vulnerable,Not a Migrant,no,2004,Successful,1,Tuinibeka,Ringgold Islands (Qelelevu),Pacific Ocean - South East,Fiji,-179.1675751|-16.08374066,Rattus exulans
Pampusana stairi,No studies found,Vulnerable,Not a Migrant,no,2010,Successful,1,Vetauua (Korotuna),Ringgold Islands,Pacific Ocean - South East,Fiji,-179.4083837|-15.95239162,Rattus exulans
Pampusana stairi,No studies found,Vulnerable,Not a Migrant,no,1278,Successful (Reinvaded),1,Viwa (Verata),Tailevu Province,Pacific Ocean - South West,Fiji,178.6159459|-17.94113218,Rattus exulans
Coturnix novaezelandiae,All studies are not in support,Extinct,Not a Migrant,no,2390,Successful,1,Whakaterepapanui,Rangitoto Islands,Pacific Ocean - South West,New Zealand,173.9931919|-40.75332759,Rattus exulans
Chenonetta finschi,No studies found,Extinct,Not a Migrant,no,2390,Successful,1,Whakaterepapanui,Rangitoto Islands,Pacific Ocean - South West,New Zealand,173.9931919|-40.75332759,Rattus exulans
Mergus australis,No studies found,Extinct,Not a Migrant,no,2390,Successful,1,Whakaterepapanui,Rangitoto Islands,Pacific Ocean - South West,New Zealand,173.9931919|-40.75332759,Rattus exulans
Tribonyx hodgenorum,No studies found,Extinct,Not a Migrant,no,2390,Successful,1,Whakaterepapanui,Rangitoto Islands,Pacific Ocean - South West,New Zealand,173.9931919|-40.75332759,Rattus exulans
Turnagra capensis,No studies found,Extinct,Not a Migrant,yes,2390,Successful,1,Whakaterepapanui,Rangitoto Islands,Pacific Ocean - South West,New Zealand,173.9931919|-40.75332759,Rattus exulans
Fregetta maoriana,No studies found,Critically Endangered,Not a Migrant,no,146,Successful,1,Whatupuke (Mauiroto),Hen and Chicken Islands,Pacific Ocean - South West,New Zealand,174.7540295|-35.88954011,Rattus exulans
Pterodroma cookii,Population study with all qualities in support,Vulnerable,Full migrant,no,837,Successful,2,Whenua Hou/ Codfish,Stewart Islands,Pacific Ocean - South West,New Zealand,167.6307704|-46.77341893,Rattus exulans
Chenonetta finschi,No studies found,Extinct,Not a Migrant,no,837,Successful,1,Whenua Hou/ Codfish,Stewart Islands,Pacific Ocean - South West,New Zealand,167.6307704|-46.77341893,Rattus exulans
Coenocorypha iredalei,No studies found,Extinct,Not a Migrant,no,837,Successful,1,Whenua Hou/ Codfish,Stewart Islands,Pacific Ocean - South West,New Zealand,167.6307704|-46.77341893,Rattus exulans
Cyanoramphus auriceps,No studies found,Near Threatened,Not a Migrant,no,837,Successful,1,Whenua Hou/ Codfish,Stewart Islands,Pacific Ocean - South West,New Zealand,167.6307704|-46.77341893,Rattus exulans
Eudyptes pachyrhynchus,No studies found,Near Threatened,Full migrant,no,837,Successful,2,Whenua Hou/ Codfish,Stewart Islands,Pacific Ocean - South West,New Zealand,167.6307704|-46.77341893,Rattus exulans
Mergus australis,No studies found,Extinct,Not a Migrant,no,837,Successful,1,Whenua Hou/ Codfish,Stewart Islands,Pacific Ocean - South West,New Zealand,167.6307704|-46.77341893,Rattus exulans
Tribonyx hodgenorum,No studies found,Extinct,Not a Migrant,no,837,Successful,1,Whenua Hou/ Codfish,Stewart Islands,Pacific Ocean - South West,New Zealand,167.6307704|-46.77341893,Rattus exulans
Cyanoramphus unicolor,No studies found,Vulnerable,Not a Migrant,no,2303,Successful,1,Antipodes,Antipodes Islands,Pacific Ocean - South West,New Zealand,178.7726033|-49.68867929,Mus musculus
Eudyptes chrysolophus,No studies found,Vulnerable,Full migrant,no,2303,Successful,2,Antipodes,Antipodes Islands,Pacific Ocean - South West,New Zealand,178.7726033|-49.68867929,Mus musculus
Phoebetria palpebrata,Only predation in support,Near Threatened,Full migrant,no,3141,Planned,2,Auckland,Auckland Islands,Pacific Ocean - South West,New Zealand,166.1034995|-50.70810335,Mus musculus
Eudyptes chrysolophus,No studies found,Vulnerable,Full migrant,no,3141,Planned,2,Auckland,Auckland Islands,Pacific Ocean - South West,New Zealand,166.1034995|-50.70810335,Mus musculus
Phoebetria palpebrata,Only predation in support,Near Threatened,Full migrant,no,1143,Failed,2,Australia,Kerguelen Islands (Golfe du Morbihan),Indian Ocean - West,French Southern Territories,69.85042007|-49.45383115,Mus musculus
Procellaria cinerea,Only predation in support,Near Threatened,Full migrant,no,1143,Failed,2,Australia,Kerguelen Islands (Golfe du Morbihan),Indian Ocean - West,French Southern Territories,69.85042007|-49.45383115,Mus musculus
Eudyptes chrysolophus,No studies found,Vulnerable,Full migrant,no,1143,Failed,2,Australia,Kerguelen Islands (Golfe du Morbihan),Indian Ocean - West,French Southern Territories,69.85042007|-49.45383115,Mus musculus
Eudyptes chrysolophus,No studies found,Vulnerable,Full migrant,no,3047,Successful,2,Bense,Falkland Islands (Bense Islands group),Atlantic Ocean - South,Falkland Islands (Malvinas),-60.52293637|-51.49393691,Mus musculus
Phoebetria palpebrata,Only predation in support,Near Threatened,Full migrant,no,513,Successful,2,Enderby,Auckland Islands,Pacific Ocean - South West,New Zealand,166.2952138|-50.4973257,Mus musculus
Eudyptes chrysolophus,No studies found,Vulnerable,Full migrant,no,513,Successful,2,Enderby,Auckland Islands,Pacific Ocean - South West,New Zealand,166.2952138|-50.4973257,Mus musculus
Diomedea dabbenena,Only predation in support,Critically Endangered,Full migrant,no,3027,Planned,2,Gough,Tristan da Cunha,Atlantic Ocean - South,Saint Helena,-9.94122244|-40.31792375,Mus musculus
Phoebetria fusca,Only predation in support,Endangered,Full migrant,no,3027,Planned,2,Gough,Tristan da Cunha,Atlantic Ocean - South,Saint Helena,-9.94122244|-40.31792375,Mus musculus
Procellaria cinerea,Only predation in support,Near Threatened,Full migrant,no,3027,Planned,2,Gough,Tristan da Cunha,Atlantic Ocean - South,Saint Helena,-9.94122244|-40.31792375,Mus musculus
Pterodroma incerta,Only predation in support,Endangered,Full migrant,no,3027,Planned,2,Gough,Tristan da Cunha,Atlantic Ocean - South,Saint Helena,-9.94122244|-40.31792375,Mus musculus
Rowettia goughensis,Only predation in support,Critically Endangered,Not a Migrant,no,3027,Planned,1,Gough,Tristan da Cunha,Atlantic Ocean - South,Saint Helena,-9.94122244|-40.31792375,Mus musculus
Thalassarche chlororhynchos,Only predation in support,Endangered,Full migrant,no,3027,Planned,2,Gough,Tristan da Cunha,Atlantic Ocean - South,Saint Helena,-9.94122244|-40.31792375,Mus musculus
Eudyptes moseleyi,All studies are not in support,Endangered,Full migrant,no,3027,Planned,2,Gough,Tristan da Cunha,Atlantic Ocean - South,Saint Helena,-9.94122244|-40.31792375,Mus musculus
Eudyptes chrysolophus,No studies found,Vulnerable,Full migrant,no,3050,Successful,2,Little Bense,Falkland Islands (Bense Islands group),Atlantic Ocean - South,Falkland Islands (Malvinas),-60.51110277|-51.48493937,Mus musculus
Diomedea exulans,Only predation in support,Vulnerable,Full migrant,no,704,Successful,2,Macquarie,Macquarie Islands,Pacific Ocean - South West,Australia,158.8643089|-54.62839539,Mus musculus
Phoebetria palpebrata,Only predation in support,Near Threatened,Full migrant,no,704,Successful,2,Macquarie,Macquarie Islands,Pacific Ocean - South West,Australia,158.8643089|-54.62839539,Mus musculus
Thalassarche chrysostoma,Only predation in support,Endangered,Full migrant,no,704,Successful,2,Macquarie,Macquarie Islands,Pacific Ocean - South West,Australia,158.8643089|-54.62839539,Mus musculus
Diomedea exulans,Only predation in support,Vulnerable,Full migrant,no,3022,Planned,2,Marion,Prince Edward Islands,Indian Ocean - West,South Africa,37.74039482|-46.90656288,Mus musculus
Phoebetria fusca,Only predation in support,Endangered,Full migrant,no,3022,Planned,2,Marion,Prince Edward Islands,Indian Ocean - West,South Africa,37.74039482|-46.90656288,Mus musculus
Phoebetria palpebrata,Only predation in support,Near Threatened,Full migrant,no,3022,Planned,2,Marion,Prince Edward Islands,Indian Ocean - West,South Africa,37.74039482|-46.90656288,Mus musculus
