scientificName,Common_name,Original_rodent_attributed_IUCN,Rodent_attribution_source,Reported_study_rodent,Study_notes,Article_secondary_same_data,redlistCategory,Synonyms_or_previous_lump,Rodent_attributed_final,Study_rodent_final,Rodent_primary,Rodent_only_primary,Article,Study_ID,Evidence_category,Evidence_effect,Evidence_method,Predation_type,Hypothesis_supported,Percent_nests_or_individuals_predated,Predator_and_prey_population_data,Experiment_control_site_or_spatial_variation,Sample_size_greater_than_1,Note_experiment_sample_size,Experiment_confounding_variables_included,Experiment_BACI,Study_location,Latitude,Longitude,Order,Mass,Bird_Type_Coarse,Nest_Site_Cat
Puffinus opisthomelas,Black-vented Shearwater,Rodentia,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,"Rattus rattus, Mus musculus","Between 2010 and 2014 we collected evidence of the presence of nesting BVSH on the island, such as increased frequency of calls heard at night, evidence of burrow activity, collection of an addled shearwater egg and photo images. For several years after the rodent eradication (1995), and even before that, BVSHs were seldom heard calling, although some individuals were sighted while boat cruises approached or left the island.","",Near Threatened,"",Rattus rattus,Rattus rattus,0,0,"Velarde, E., Ruiz, E.A., Aguilar, A. and Gallo, J.P., 2015. Black-vented Shearwater Puffinus opisthomelas nesting in the Gulf of California: a major extension of breeding range. Marine Ornithology, 43, pp.249-254.",43,Population,Abundance,Temporal,"",1,,0,,,"",,,Isla Rasa,28.8236,-112.98,Procellariiformes,408,Seabirds,Burrow
Puffinus yelkouan,Yelkouan Shearwater,Rattus rattus,Rodent attribution from IUCN.,Rattus rattus,"""""""""Rat presence on islands was negatively related to storm petrel abundance, but did not influence either the presence or the abundance of the three shearwaters."""""""" See Table 3 for bird presence and Table 4 for abundance","",Vulnerable,"",Rattus rattus,Rattus rattus,1,0,"Ruffino, L., Bourgeois, K., Vidal, E., Duhem, C., Paracuellos, M., Escribano, F., Sposimo, P., Baccetti, N., Pascal, M. and Oro, D., 2009. Invasive rats and seabirds after 2,000 years of an unwanted coexistence on Mediterranean islands. Biological invasions, 11, pp.1631-1651.",124,Population,Abundance,Spatial,"",0,,1,1,1,292,1,0,Western Mediterranean Basin (coordinates from one of the sites),41.5579,9.3253,Procellariiformes,497,Seabirds,Burrow
Puffinus yelkouan,Yelkouan Shearwater,Rattus rattus,Rodent attribution from IUCN.,Rattus rattus,"""""""""Breeding success was zero because of ship rat predation on the Tavolara islands in 2006 and on Montecristo Island in some years (Italy, N. Baccetti, G. Spano & M. Putzu, pers. comm.).","",Vulnerable,"",Rattus rattus,Rattus rattus,1,0,"Bourgeois, K. and Vidal, E., 2008. The endemic Mediterranean yelkouan shearwater Puffinus yelkouan: distribution, threats and a plea for more data. Oryx, 42(2), pp.187-194.",125,Predation,Predation,Predation,"",1,,0,,,"",,,Tavolara Island,40.9062,9.7133,Procellariiformes,497,Seabirds,Burrow
Puffinus yelkouan,Yelkouan Shearwater,Rattus rattus,Rodent attribution from IUCN.,Rattus rattus,"""""""""Breeding success was zero because of ship rat predation on the Tavolara islands in 2006 and on Montecristo Island in some years (Italy, N. Baccetti, G. Spano & M. Putzu, pers. comm.).""""""""","",Vulnerable,"",Rattus rattus,Rattus rattus,1,0,"Bourgeois, K. and Vidal, E., 2008. The endemic Mediterranean yelkouan shearwater Puffinus yelkouan: distribution, threats and a plea for more data. Oryx, 42(2), pp.187-194.",126,Predation,Predation,Predation,"",1,,0,,,"",,,Montecristo,42.3357,10.3105,Procellariiformes,497,Seabirds,Burrow
Puffinus yelkouan,Yelkouan Shearwater,Rattus rattus,Rodent attribution from IUCN.,Rattus rattus,"""""""""Rats are also the main cause of breeding failure in the largest Maltese colony (J.J. Borg, pers. comm.).","",Vulnerable,"",Rattus rattus,Rattus rattus,1,0,"Bourgeois, K. and Vidal, E., 2008. The endemic Mediterranean yelkouan shearwater Puffinus yelkouan: distribution, threats and a plea for more data. Oryx, 42(2), pp.187-194.",127,Predation,Predation,Predation,"",1,,0,,,"",,,Malta,35.9375,14.3754,Procellariiformes,497,Seabirds,Burrow
Puffinus yelkouan,Yelkouan Shearwater,Rattus rattus,Rodent attribution from IUCN.,Rattus rattus,"""""""""For 2 years before and 3 years after rat eradication, the Zembretta Yelkouan shearwater breeding colony was checked yearly at the end of the breeding season. The number of recorded breeding pairs reaching 176 and 145, respectively, increases of 10.4 and 8.5-fold two and 3 years after rat eradication.","",Vulnerable,"",Rattus rattus,Rattus rattus,1,0,"Bourgeois, K., Ouni, R., Pascal, M., Dromzée, S., Fourcy, D. and Abiadh, A., 2013. Dramatic increase in the Zembretta Yelkouan shearwater breeding population following ship rat eradication spurs interest in managing a 1500-year old invasion. Biological Invasions, 15, pp.475-482.",128,Population,Abundance,Temporal,"",1,,1,,0,1,0,0,Zembretta Island,37.107,10.8744,Procellariiformes,497,Seabirds,Burrow
Puffinus yelkouan,Yelkouan Shearwater,Rattus rattus,Rodent attribution from IUCN.,Rattus rattus,"""""""""Vigne (1988; Supplementary material) found evidence that the ship rat invaded Zembra Island at least by 500 years AD.""""""""","",Vulnerable,"",Rattus rattus,Rattus rattus,1,0,"Bourgeois, K., Ouni, R., Pascal, M., Dromzée, S., Fourcy, D. and Abiadh, A., 2013. Dramatic increase in the Zembretta Yelkouan shearwater breeding population following ship rat eradication spurs interest in managing a 1500-year old invasion. Biological Invasions, 15, pp.475-482.",129,Population,Abundance,Timing,"",0,,0,,,"",,,Zembretta Island,37.107,10.8744,Procellariiformes,497,Seabirds,Burrow
Puffinus yelkouan,Yelkouan Shearwater,Rattus rattus,Rodent attribution from IUCN.,Rattus rattus,"""""""""Despite the significant increase in the frequency of visits of shearwater breeding cavities by rats, maybe due to the extent of rat home ranges following the high decrease of cat predation, no breeding failure could be attributed to rat predation (no rat teeth or claw marks were observed on eggs).""""""""","",Vulnerable,"",Rattus rattus,Rattus rattus,1,0,"Bonnaud, E., Zarzoso‐Lacoste, D., Bourgeois, K., Ruffino, L., Legrand, J. and Vidal, E., 2010. Top‐predator control on islands boosts endemic prey but not mesopredator. Animal Conservation, 13(6), pp.556-567.",130,Predation,Predation,Predation,"",0,,0,,,"",,,Port-Cros Island,43.0036,6.3944,Procellariiformes,497,Seabirds,Burrow
Puffinus yelkouan,Yelkouan Shearwater,Rattus rattus,Rodent attribution from IUCN.,Rattus rattus,"""""""""Very few rat visits were recorded at the shearwater-occupied cavities and no predation event was recorded. These intriguing results reveal a low level of interaction between introduced black rats and yelkouan shearwaters, which may have facilitated their long-term coexistence for thousands of years on some Mediterranean islands.""""""""","",Vulnerable,"",Rattus rattus,Rattus rattus,1,0,"Ruffino, L., Bourgeois, K., Vidal, E., Icard, J., Torre, F. and Legrand, J., 2008. Introduced predators and cavity-nesting seabirds: unexpected low level of interaction at breeding sites. Canadian Journal of Zoology, 86(9), pp.1068-1073.",131,Predation,Predation,Predation,"",0,0,0,,,"",,,Port-Cros Island,43.0036,6.3944,Procellariiformes,497,Seabirds,Burrow
Puffinus yelkouan,Yelkouan Shearwater,Rattus rattus,Rodent attribution from IUCN.,Rattus rattus,"""""""""Very few rat visits were recorded at the shearwater-occupied cavities and no predation event was recorded. These intriguing results reveal a low level of interaction between introduced black rats and yelkouan shearwaters, which may have facilitated their long-term coexistence for thousands of years on some Mediterranean islands.""""""""","",Vulnerable,"",Rattus rattus,Rattus rattus,1,0,"Ruffino, L., Bourgeois, K., Vidal, E., Icard, J., Torre, F. and Legrand, J., 2008. Introduced predators and cavity-nesting seabirds: unexpected low level of interaction at breeding sites. Canadian Journal of Zoology, 86(9), pp.1068-1073.",132,Population,Reproductive success,Temporal,"",0,,1,0,0,1 site,0,0,Port-Cros Island,43.0036,6.3944,Procellariiformes,497,Seabirds,Burrow
Puffinus yelkouan,Yelkouan Shearwater,Rattus rattus,Rodent attribution from IUCN.,Rattus rattus,"""""""""Very few rat visits were recorded at the shearwater-occupied cavities and no predation event was recorded. These intriguing results reveal a low level of interaction between introduced black rats and yelkouan shearwaters, which may have facilitated their long-term coexistence for thousands of years on some Mediterranean islands.""""""""","",Vulnerable,"",Rattus rattus,Rattus rattus,1,0,"Ruffino, L., Bourgeois, K., Vidal, E., Icard, J., Torre, F. and Legrand, J., 2008. Introduced predators and cavity-nesting seabirds: unexpected low level of interaction at breeding sites. Canadian Journal of Zoology, 86(9), pp.1068-1073.",133,Population,Abundance,Timing,"",0,,0,,,"",,,Mediterranean islands,34.5531,18.048,Procellariiformes,497,Seabirds,Burrow
Puffinus yelkouan,Yelkouan Shearwater,Rattus rattus,Rodent attribution from IUCN.,Rattus rattus,"""""""""We did not detect significant effects of rats on the Mediterranean Shearwater""""""""","",Vulnerable,"",Rattus rattus,Rattus rattus,1,0,"Martin, J.L., Thibault, J.C. and Bretagnolle, V., 2000. Black rats, island characteristics, and colonial nesting birds in the Mediterranean: consequences of an ancient introduction. Conservation Biology, 14(5), pp.1452-1466.",134,Population,Abundance,Spatial,"",0,,1,1,1,15,1,0,Cabrera Islands,39.1407,2.9451,Procellariiformes,497,Seabirds,Burrow
Pyrocephalus dubius,Least Vermilion Flycatcher,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Extinct,"",Rattus rattus,,1,0,,,,,,,,,,,,,,,,,,Passeriformes,14.4,Landbirds,
Pyrrhula murina,Azores Bullfinch,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Vulnerable,"",Rattus norvegicus,,0,0,,,,,,,,,,,,,,,,,,Passeriformes,30,Landbirds,Vegetation
Pyrrhula murina,Azores Bullfinch,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Vulnerable,"",Rattus rattus,,0,0,,,,,,,,,,,,,,,,,,Passeriformes,30,Landbirds,Vegetation
Rallus semiplumbeus,Bogota Rail,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Vulnerable,"",Rattus norvegicus,,0,0,,,,,,,,,,,,,,,,,,Gruiformes,84.1,Landbirds,
Rallus semiplumbeus,Bogota Rail,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Vulnerable,"",Rattus rattus,,0,0,,,,,,,,,,,,,,,,,,Gruiformes,84.1,Landbirds,
Ramphocinclus brachyurus,White-breasted Thrasher,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Endangered,"",Rattus norvegicus,,0,0,,,,,,,,,,,,,,,,,,Passeriformes,50,Landbirds,Vegetation
Ramphocinclus brachyurus,White-breasted Thrasher,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,Rattus rattus,"Rats explain 1.9% of variation in bird habitat preference in one model (negative association), and does not appear in 2 other models. For sample size: Table S2, """"""""8 pixels (0.12%)""""""""; for relationship Table 2 and Figure S4","",Endangered,"",Rattus rattus,Rattus rattus,0,0,"Sass, E.M., Mortensen, J.L. and Reed, J.M., 2017. Habitat suitability models indicate the White-breasted Thrasher Ramphocinclus brachyurus occupies all suitable habitat in Saint Lucia. Bird Conservation International, 27(1), pp.96-110.",213,Population,Abundance,Spatial,"",0,,1,1,1,6667 pixels,1,0,Saint Lucia,13.9094,-60.9789,Passeriformes,50,Landbirds,Vegetation
Rhipidura semirubra,Manus Fantail,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Vulnerable,"",Rattus exulans,,0,0,,,,,,,,,,,,,,,,,,Passeriformes,8,Landbirds,
Rhipidura semirubra,Manus Fantail,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Vulnerable,"",Rattus rattus,,0,0,,,,,,,,,,,,,,,,,,Passeriformes,8,Landbirds,
Rhynochetos jubatus,Kagu,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,Rattus,Mentioned as unpublished data,"",Endangered,"",Rattus exulans,Rattus exulans,0,0,"Ekstrom, J.M., Jones, J.P., Willis, J., Tobias, J., Dutson, G. and Barre, N., 2002. New information on the distribution, status and conservation of terrestrial bird species in Grande Terre, New Caledonia. Emu, 102(2), pp.197-207.",184,Predation,Predation,Predation,Chicks,1,55,0,,,"",,,Riviere Bleue Park,-22.1397,166.7175,Eurypygiformes,859.993333333333,Landbirds,Ground
Rhynochetos jubatus,Kagu,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,Rattus,Mentioned as unpublished data,"",Endangered,"",Rattus norvegicus,Rattus norvegicus,0,0,"Ekstrom, J.M., Jones, J.P., Willis, J., Tobias, J., Dutson, G. and Barre, N., 2002. New information on the distribution, status and conservation of terrestrial bird species in Grande Terre, New Caledonia. Emu, 102(2), pp.197-207.",184,Predation,Predation,Predation,Chicks,1,55,0,,,"",,,Riviere Bleue Park,-22.1397,166.7175,Eurypygiformes,859.993333333333,Landbirds,Ground
Rhynochetos jubatus,Kagu,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,Rattus rattus,Table 1 - zero predations recorded,"",Endangered,"",Rattus rattus,Rattus rattus,0,0,"Gula, R., Theuerkauf, J., Rouys, S. and Legault, A., 2010. An audio/video surveillance system for wildlife. European Journal of Wildlife Research, 56, pp.803-807.",185,Predation,Predation,Predation,"",0,0,0,,,"",,,New Caledonia,-20.9043,165.618,Eurypygiformes,859.993333333333,Landbirds,Ground
Rhynochetos jubatus,Kagu,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,Rattus,Mentioned as unpublished data,"",Endangered,"",Rattus rattus,Rattus rattus,0,0,"Ekstrom, J.M., Jones, J.P., Willis, J., Tobias, J., Dutson, G. and Barre, N., 2002. New information on the distribution, status and conservation of terrestrial bird species in Grande Terre, New Caledonia. Emu, 102(2), pp.197-207.",184,Predation,Predation,Predation,Chicks,1,55,0,,,"",,,Riviere Bleue Park,-22.1397,166.7175,Eurypygiformes,859.993333333333,Landbirds,Ground
Rhyticeros narcondami,Narcondam Hornbill,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Vulnerable,Aceros narcondami,Rattus rattus,,0,0,,,,,,,,,,,,,,,,,,Bucerotiformes,697.185,Landbirds,Vegetation
Rhyticeros narcondami,Narcondam Hornbill,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Vulnerable,Aceros narcondami,Rattus tiomanicus,,0,0,,,,,,,,,,,,,,,,,,Bucerotiformes,697.185,Landbirds,Vegetation
Rowettia goughensis,Gough Island Finch,Mus musculus,Rodent attribution from IUCN.,Mus musculus,"""""""""Two bunting nests were deserted during incubation and one nest appeared to have been predated, with small fragments of broken eggshell (indicative of rodent predation; Brown et al., 1998) scattered around the nest. Of the 12 nests in which chicks hatched, three were probably predated, with chicks disappearing from two nests (leaving no sign) and one dead 6-day-old chick being found at a nest (the other egg in this nest did not hatch). The chick appeared undamaged apart from a small round puncture wound (ca. 1 mm in diameter) located on the carpal joint of the wing, indicating predation by a small mammal, rather than a bird."""""""" """"""""Of the 21 predated nests with eggs intact enough to examine for signs of predation, 18 (86%) had been predated by mice""""""""","",Critically Endangered,Nesospiza goughensis,Mus musculus,Mus musculus,1,1,"Cuthbert, R. and Hilton, G., 2004. Introduced house mice Mus musculus: a significant predator of threatened and endemic birds on Gough Island, South Atlantic Ocean?. Biological Conservation, 117(5), pp.483-489.",46,Predation,Predation,Predation,"Eggs, chicks",1,86,0,,,"",,,Gough Island,-40.3186,-9.9353,Passeriformes,53,Landbirds,Cliff-face
Saxicola dacotiae,Fuerteventura Stonechat,"Rattus, Rattus rattus",IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Near Threatened,"",Rattus norvegicus,,0,0,,,,,,,,,,,,,,,,,,Passeriformes,12.2,Landbirds,Ground
Saxicola dacotiae,Fuerteventura Stonechat,"Rattus, Rattus rattus",IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Near Threatened,"",Rattus rattus,,0,0,,,,,,,,,,,,,,,,,,Passeriformes,12.2,Landbirds,Ground
Sephanoides fernandensis,Juan Fernandez Firecrown,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,Rattus,"""""""""Although not directly observed on the Juan Fernandez Islands, rats will eat bird eggs and seeds of native plants. They are therefore an impediment to the conser- vation of the Juan Fernandez firecrown and island restoration, and must be controlled."""""""" + IUCN - """"""""long-term monitoring during the breeding season has not documented nest predation by mammals (P. Hodum in litt. 2020).""""""""",BirdLife International. 2020. Sephanoides fernandensis. The IUCN Red List of Threatened Species 2020: e.T22687863A179402328. https://dx.doi.org/10.2305/IUCN.UK.2020-3.RLTS.T22687863A179402328.en. Accessed on 30 January 2024.,Critically Endangered,"",Rattus norvegicus,Rattus norvegicus,0,0,"Roy, M.S., Torres-Mura, J.C., Hertel, F., Lemus, M. and Sponer, R., 1999. Conservation of the Juan Fernandez firecrown and its island habitat. Oryx, 33(3), pp.223-232.",212,Predation,Predation,Predation,"",0,,0,,,"",,,Juan Fernandez archipelago,-33.6614,-78.9278,Apodiformes,8.72,Landbirds,Vegetation
Sephanoides fernandensis,Juan Fernandez Firecrown,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,Rattus,"""""""""Although not directly observed on the Juan Fernandez Islands, rats will eat bird eggs and seeds of native plants. They are therefore an impediment to the conser- vation of the Juan Fernandez firecrown and island restoration, and must be controlled."""""""" + IUCN - """"""""long-term monitoring during the breeding season has not documented nest predation by mammals (P. Hodum in litt. 2020).""""""""",BirdLife International. 2020. Sephanoides fernandensis. The IUCN Red List of Threatened Species 2020: e.T22687863A179402328. https://dx.doi.org/10.2305/IUCN.UK.2020-3.RLTS.T22687863A179402328.en. Accessed on 30 January 2024.,Critically Endangered,"",Rattus rattus,Rattus rattus,0,0,"Roy, M.S., Torres-Mura, J.C., Hertel, F., Lemus, M. and Sponer, R., 1999. Conservation of the Juan Fernandez firecrown and its island habitat. Oryx, 33(3), pp.223-232.",212,Predation,Predation,Predation,"",0,,0,,,"",,,Juan Fernandez archipelago,-33.6614,-78.9278,Apodiformes,8.72,Landbirds,Vegetation
Siphonorhis americana,Jamaican Poorwill,"Rattus rattus, Rattus norvegicus",Rodent attribution from IUCN.,,,,Critically Endangered,Siphonorhis americanus,Rattus norvegicus,,1,0,,,,,,,,,,,,,,,,,,Caprimulgiformes,37,Landbirds,Ground
Siphonorhis americana,Jamaican Poorwill,"Rattus rattus, Rattus norvegicus",Rodent attribution from IUCN.,,,,Critically Endangered,Siphonorhis americanus,Rattus rattus,,1,0,,,,,,,,,,,,,,,,,,Caprimulgiformes,37,Landbirds,Ground
Siphonorhis brewsteri,Least Poorwill,"Rattus rattus, Rattus norvegicus",Rodent attribution from IUCN.,,,,Near Threatened,"",Rattus norvegicus,,0,0,,,,,,,,,,,,,,,,,,Caprimulgiformes,37,Landbirds,Ground
Siphonorhis brewsteri,Least Poorwill,"Rattus rattus, Rattus norvegicus",Rodent attribution from IUCN.,,,,Near Threatened,"",Rattus rattus,,0,0,,,,,,,,,,,,,,,,,,Caprimulgiformes,37,Landbirds,Ground
Spheniscus humboldti,Humboldt Penguin,"Rattus rattus, Rattus norvegicus",Rodent attribution from IUCN.,"Rattus rattus, Rattus norvegicus","""""""""We investigated the effects of rat predation on Humboldt Penguins (Spheniscus humboldti) by simulating unattended clutches with domestic Chicken eggs. Experiments were independently set at two Humboldt Penguin colonies in north (Pa ́jaros Island, 29°S) and central Chile (Algarrobo Island, 33°S). At both colonies, eggs were primarily predated by rats (Rattus rattus = 70.8""""""""","",Vulnerable,"",Rattus norvegicus,Rattus norvegicus,0,0,"Simeone, A. and Luna-Jorquera, G., 2012. Estimating rat predation on Humboldt Penguin colonies in north-central Chile. Journal of Ornithology, 153, pp.1079-1085.",221,Predation,Predation,Predation,Eggs,1,,0,,,"",,,Algarrobo Island,15.6684,-63.618,Sphenisciformes,4366.39333333333,Seabirds,Cliff-face
Spheniscus humboldti,Humboldt Penguin,"Rattus rattus, Rattus norvegicus",Rodent attribution from IUCN.,"Rattus rattus, Rattus norvegicus","""""""""Introduced rats (House Rat Rattus rattus and Brown Rat R. norvegicus) predate unattended eggs at several colonies in north and central Chile (Simeone and Luna-Jorquera 2012) and have also been recorded killing chicks in Punta San Juan, Peru (S. Cárdenas-Alayza pers. obs.).""""""""","",Vulnerable,"",Rattus norvegicus,Rattus norvegicus,0,0,BirdLife International. 2020. Spheniscus humboldti. The IUCN Red List of Threatened Species 2020: e.T22697817A182714418. https://dx.doi.org/10.2305/IUCN.UK.2020-3.RLTS.T22697817A182714418.en. Accessed on 04 February 2024.,222,Predation,Predation,Predation,Chicks,1,,0,,,"",,,Punta San Juan,13.2059,-88.5384,Sphenisciformes,4366.39333333333,Seabirds,Cliff-face
Spheniscus humboldti,Humboldt Penguin,"Rattus rattus, Rattus norvegicus",Rodent attribution from IUCN.,"Rattus rattus, Rattus norvegicus","""""""""We investigated the effects of rat predation on Humboldt Penguins (Spheniscus humboldti) by simulating unattended clutches with domestic Chicken eggs. Experiments were independently set at two Humboldt Penguin colonies in north (Pa ́jaros Island, 29°S) and central Chile (Algarrobo Island, 33°S). At both colonies, eggs were primarily predated by rats (Rattus rattus = 70.8""""""""","",Vulnerable,"",Rattus rattus,Rattus rattus,0,0,"Simeone, A. and Luna-Jorquera, G., 2012. Estimating rat predation on Humboldt Penguin colonies in north-central Chile. Journal of Ornithology, 153, pp.1079-1085.",221,Predation,Predation,Predation,Eggs,1,,0,,,"",,,Algarrobo Island,15.6684,-63.618,Sphenisciformes,4366.39333333333,Seabirds,Cliff-face
Spheniscus humboldti,Humboldt Penguin,"Rattus rattus, Rattus norvegicus",Rodent attribution from IUCN.,"Rattus rattus, Rattus norvegicus","""""""""Introduced rats (House Rat Rattus rattus and Brown Rat R. norvegicus) predate unattended eggs at several colonies in north and central Chile (Simeone and Luna-Jorquera 2012) and have also been recorded killing chicks in Punta San Juan, Peru (S. Cárdenas-Alayza pers. obs.).""""""""","",Vulnerable,"",Rattus rattus,Rattus rattus,0,0,BirdLife International. 2020. Spheniscus humboldti. The IUCN Red List of Threatened Species 2020: e.T22697817A182714418. https://dx.doi.org/10.2305/IUCN.UK.2020-3.RLTS.T22697817A182714418.en. Accessed on 04 February 2024.,222,Predation,Predation,Predation,Chicks,1,,0,,,"",,,Punta San Juan,13.2059,-88.5384,Sphenisciformes,4366.39333333333,Seabirds,Cliff-face
Spheniscus mendiculus,Galapagos Penguin,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Endangered,"",Rattus norvegicus,,0,0,,,,,,,,,,,,,,,,,,Sphenisciformes,1921.87333333333,Seabirds,Cliff-face
Spheniscus mendiculus,Galapagos Penguin,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Endangered,"",Rattus rattus,,0,0,,,,,,,,,,,,,,,,,,Sphenisciformes,1921.87333333333,Seabirds,Cliff-face
Sterna striata,White-fronted Tern,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Near Threatened,"",Rattus exulans,,1,0,,,,,,,,,,,,,,,,,,Charadriiformes,129,Landbirds,Ground
Sterna striata,White-fronted Tern,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Near Threatened,"",Rattus norvegicus,,1,0,,,,,,,,,,,,,,,,,,Charadriiformes,129,Landbirds,Ground
Sterna striata,White-fronted Tern,Rattus,IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Near Threatened,"",Rattus rattus,,1,0,,,,,,,,,,,,,,,,,,Charadriiformes,129,Landbirds,Ground
Strigops habroptila,Kakapo,"Rattus rattus, Rattus exulans",Rodent attribution from IUCN.,,,,Critically Endangered,"",Rattus exulans,,1,0,,,,,,,,,,,,,,,,,,Psittaciformes,1732.06666666667,Landbirds,Cliff-face
Strigops habroptila,Kakapo,"Rattus rattus, Rattus exulans",Rodent attribution from IUCN.,,,,Critically Endangered,"",Rattus rattus,,1,0,,,,,,,,,,,,,,,,,,Psittaciformes,1732.06666666667,Landbirds,Cliff-face
Synthliboramphus craveri,Craveri's Murrelet,"Rattus, Mus musculus",IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Vulnerable,Brachyramphus craveri,Mus musculus,,1,0,,,,,,,,,,,,,,,,,,Charadriiformes,151,Landbirds,Burrow
Synthliboramphus craveri,Craveri's Murrelet,"Rattus, Mus musculus",IUCN attribution was generic. Specific rodent was determined from literature review. See Table SX for references and notes.,,,,Vulnerable,Brachyramphus craveri,Rattus rattus,,1,0,,,,,,,,,,,,,,,,,,Charadriiformes,151,Landbirds,Burrow
Synthliboramphus hypoleucus,Guadalupe Murrelet,Rattus rattus,Rodent attribution from IUCN.,,,,Endangered,"",Rattus rattus,,1,0,,,,,,,,,,,,,,,,,,Charadriiformes,167,Landbirds,Burrow
Synthliboramphus scrippsi,Scripps’s murrelet,"Rattus rattus, Mus musculus, Peromyscus maniculatus",Rodent attribution from IUCN.,,,,Vulnerable,Synthliboramphus hypoleucus scrippsi,Mus musculus,,1,0,,,,,,,,,,,,,,,,,,Charadriiformes,167,Landbirds,Cliff-face
Synthliboramphus scrippsi,Scripps’s murrelet,"Rattus rattus, Mus musculus, Peromyscus maniculatus",Rodent attribution from IUCN.,Peromyscus maniculatus,"From IUCN quote: """"""""Deer Mice Peromyscus maniculatus anacapae (native to nearby Cedros Island) have also been introduced to the San Benito Islands. Deer Mice depredated 46% of all monitored eggs on Santa Barbara (Murray et al. 1983), which is the largest known breeding site for the species (Howard et al. 2014). However, on Anacapa, Deer Mice were established long before the introduction of rats, precluding them from consideration as the cause of declines there (Jones et al. 2005).""""""""","",Vulnerable,Synthliboramphus hypoleucus scrippsi,Peromyscus maniculatus,Peromyscus maniculatus,1,0,"Murray, K.G., Winnett-Murray, K., Eppley, Z.A., Hunt Jr, G.L. and Schwartz, D.B., 1983. Breeding biology of the Xantus’ Murrelet. The Condor, 85(1), pp.12-21.",205,Predation,Predation,Predation,"Eggs, chicks",1,44,0,,,"",,,Santa Barbara Island,33.4756,-119.0373,Charadriiformes,167,Landbirds,Cliff-face
Synthliboramphus scrippsi,Scripps’s murrelet,"Rattus rattus, Mus musculus, Peromyscus maniculatus",Rodent attribution from IUCN.,Rattus rattus,"""""""""We found a significant difference between pre- and post-eradication time periods for two of the three variables examined: proportion of eggs hatched clutch-1 (t-test, t(3,1) = -3.2547, p = 0.0237) and rodent depredation rates on eggs (t(3,1) = 3.4301, p = 0.0208). While there was no significant difference in percent occupancy, 191% more Scripp’s murrelet eggs were hatching and 94% fewer nests were depredated on Anacapa Island post-eradication (Figure 2). These results indicate that, compared to the control island, there was a significant effect of the rat eradication on Scripps’s murrelet breeding.""""""""","",Vulnerable,Synthliboramphus hypoleucus scrippsi,Rattus rattus,Rattus rattus,1,0,"Newton, K.M., McKown, M., Wolf, C., Gellerman, H., Coonan, T., Richards, D., Harvey, A.L., Holmes, N., Howald, G., Faulkner, K. and Tershy, B.R., 2016. Response of native species 10 years after rat eradication on Anacapa Island, California. Journal of Fish and Wildlife Management, 7(1), pp.72-85.",202,Population,Reproductive success,Spatiotemporal,"",1,,1,1,1,2,0,1,Anacapa and Santa Barbara Islands,34.0044,-119.3996,Charadriiformes,167,Landbirds,Cliff-face
